t_ms,lat,lon,alt,is_sunlit
555200,-61.289,146.035,493.31,1
555600,-61.314,146.019,493.315,1
556000,-61.338,146.004,493.32,1
556400,-61.363,145.988,493.325,1
556800,-61.387,145.972,493.33,1
557200,-61.412,145.956,493.335,1
557600,-61.436,145.941,493.34,1
558000,-61.461,145.925,493.345,1
558400,-61.485,145.909,493.349,1
558800,-61.51,145.893,493.354,1
559200,-61.534,145.877,493.359,1
559600,-61.558,145.861,493.364,1
560000,-61.583,145.845,493.369,1
560400,-61.607,145.829,493.374,1
560800,-61.632,145.813,493.379,1
561200,-61.656,145.797,493.384,1
561600,-61.681,145.781,493.388,1
562000,-61.705,145.765,493.393,1
562400,-61.73,145.749,493.398,1
562800,-61.754,145.733,493.403,1
563200,-61.779,145.717,493.408,1
563600,-61.803,145.701,493.413,1
564000,-61.827,145.685,493.418,1
564400,-61.852,145.668,493.422,1
564800,-61.876,145.652,493.427,1
565200,-61.901,145.636,493.432,1
565600,-61.925,145.62,493.437,1
566000,-61.95,145.603,493.442,1
566400,-61.974,145.587,493.446,1
566800,-61.998,145.571,493.451,1
567200,-62.023,145.554,493.456,1
567600,-62.047,145.538,493.461,1
568000,-62.072,145.522,493.466,1
568400,-62.096,145.505,493.47,1
568800,-62.121,145.489,493.475,1
569200,-62.145,145.472,493.48,1
569600,-62.169,145.456,493.485,1
570000,-62.194,145.439,493.489,1
570400,-62.218,145.423,493.494,1
570800,-62.243,145.406,493.499,1
571200,-62.267,145.39,493.504,1
571600,-62.291,145.373,493.508,1
572000,-62.316,145.356,493.513,1
572400,-62.34,145.34,493.518,1
572800,-62.365,145.323,493.523,1
573200,-62.389,145.306,493.527,1
573600,-62.413,145.289,493.532,1
574000,-62.438,145.273,493.537,1
574400,-62.462,145.256,493.541,1
574800,-62.487,145.239,493.546,1
575200,-62.511,145.222,493.551,1
575600,-62.535,145.205,493.556,1
576000,-62.56,145.188,493.56,1
576400,-62.584,145.172,493.565,1
576800,-62.609,145.155,493.57,1
577200,-62.633,145.138,493.574,1
577600,-62.657,145.121,493.579,1
578000,-62.682,145.104,493.584,1
578400,-62.706,145.087,493.588,1
578800,-62.73,145.07,493.593,1
579200,-62.755,145.052,493.597,1
579600,-62.779,145.035,493.602,1
580000,-62.804,145.018,493.607,1
580400,-62.828,145.001,493.611,1
580800,-62.852,144.984,493.616,1
581200,-62.877,144.967,493.621,1
581600,-62.901,144.949,493.625,1
582000,-62.925,144.932,493.63,1
582400,-62.95,144.915,493.634,1
582800,-62.974,144.897,493.639,1
583200,-62.998,144.88,493.644,1
583600,-63.023,144.863,493.648,1
584000,-63.047,144.845,493.653,1
584400,-63.071,144.828,493.657,1
584800,-63.096,144.81,493.662,1
585200,-63.12,144.793,493.666,1
585600,-63.145,144.775,493.671,1
586000,-63.169,144.758,493.676,1
586400,-63.193,144.74,493.68,1
586800,-63.218,144.723,493.685,1
587200,-63.242,144.705,493.689,1
587600,-63.266,144.688,493.694,1
588000,-63.291,144.67,493.698,1
588400,-63.315,144.652,493.703,1
588800,-63.339,144.634,493.707,1
589200,-63.364,144.617,493.712,1
589600,-63.388,144.599,493.716,1
590000,-63.412,144.581,493.721,1
590400,-63.436,144.563,493.725,1
590800,-63.461,144.545,493.73,1
591200,-63.485,144.528,493.734,1
591600,-63.509,144.51,493.739,1
592000,-63.534,144.492,493.743,1
592400,-63.558,144.474,493.748,1
592800,-63.582,144.456,493.752,1
593200,-63.607,144.438,493.757,1
593600,-63.631,144.42,493.761,1
594000,-63.655,144.402,493.766,1
594400,-63.68,144.384,493.77,1
594800,-63.704,144.365,493.774,1
595200,-63.728,144.347,493.779,1
595600,-63.752,144.329,493.783,1
596000,-63.777,144.311,493.788,1
596400,-63.801,144.293,493.792,1
596800,-63.825,144.274,493.797,1
597200,-63.85,144.256,493.801,1
597600,-63.874,144.238,493.805,1
598000,-63.898,144.219,493.81,1
598400,-63.922,144.201,493.814,1
598800,-63.947,144.182,493.818,1
599200,-63.971,144.164,493.823,1
599600,-63.995,144.146,493.827,1
600000,-64.02,144.127,493.832,1
600400,-64.044,144.108,493.836,1
600800,-64.068,144.09,493.84,1
601200,-64.092,144.071,493.845,1
601600,-64.117,144.053,493.849,1
602000,-64.141,144.034,493.853,1
602400,-64.165,144.015,493.858,1
602800,-64.189,143.997,493.862,1
603200,-64.214,143.978,493.866,1
603600,-64.238,143.959,493.871,1
604000,-64.262,143.94,493.875,1
604400,-64.286,143.922,493.879,1
604800,-64.311,143.903,493.884,1
605200,-64.335,143.884,493.888,1
605600,-64.359,143.865,493.892,1
606000,-64.383,143.846,493.896,1
606400,-64.408,143.827,493.901,1
606800,-64.432,143.808,493.905,1
607200,-64.456,143.789,493.909,1
607600,-64.48,143.77,493.914,1
608000,-64.505,143.751,493.918,1
608400,-64.529,143.731,493.922,1
608800,-64.553,143.712,493.926,1
609200,-64.577,143.693,493.931,1
609600,-64.602,143.674,493.935,1
610000,-64.626,143.655,493.939,1
610400,-64.65,143.635,493.943,1
610800,-64.674,143.616,493.947,1
611200,-64.698,143.597,493.952,1
611600,-64.723,143.577,493.956,1
612000,-64.747,143.558,493.96,1
612400,-64.771,143.538,493.964,1
612800,-64.795,143.519,493.969,1
613200,-64.819,143.499,493.973,1
613600,-64.844,143.48,493.977,1
614000,-64.868,143.46,493.981,1
614400,-64.892,143.441,493.985,1
614800,-64.916,143.421,493.989,1
615200,-64.94,143.401,493.994,1
615600,-64.965,143.382,493.998,1
616000,-64.989,143.362,494.002,1
616400,-65.013,143.342,494.006,1
616800,-65.037,143.322,494.01,1
617200,-65.061,143.302,494.014,1
617600,-65.086,143.283,494.018,1
618000,-65.11,143.263,494.023,1
618400,-65.134,143.243,494.027,1
618800,-65.158,143.223,494.031,1
619200,-65.182,143.203,494.035,1
619600,-65.206,143.183,494.039,1
620000,-65.231,143.163,494.043,1
620400,-65.255,143.143,494.047,1
620800,-65.279,143.122,494.051,1
621200,-65.303,143.102,494.055,1
621600,-65.327,143.082,494.059,1
622000,-65.351,143.062,494.063,1
622400,-65.375,143.041,494.067,1
622800,-65.4,143.021,494.072,1
623200,-65.424,143.001,494.076,1
623600,-65.448,142.98,494.08,1
624000,-65.472,142.96,494.084,1
624400,-65.496,142.94,494.088,1
624800,-65.52,142.919,494.092,1
625200,-65.544,142.899,494.096,1
625600,-65.569,142.878,494.1,1
626000,-65.593,142.857,494.104,1
626400,-65.617,142.837,494.108,1
626800,-65.641,142.816,494.112,1
627200,-65.665,142.795,494.116,1
627600,-65.689,142.775,494.12,1
628000,-65.713,142.754,494.124,1
628400,-65.737,142.733,494.128,1
628800,-65.762,142.712,494.132,1
629200,-65.786,142.691,494.136,1
629600,-65.81,142.671,494.14,1
630000,-65.834,142.65,494.144,1
630400,-65.858,142.629,494.148,1
630800,-65.882,142.608,494.151,1
631200,-65.906,142.587,494.155,1
631600,-65.93,142.565,494.159,1
632000,-65.954,142.544,494.163,1
632400,-65.978,142.523,494.167,1
632800,-66.003,142.502,494.171,1
633200,-66.027,142.481,494.175,1
633600,-66.051,142.459,494.179,1
634000,-66.075,142.438,494.183,1
634400,-66.099,142.417,494.187,1
634800,-66.123,142.395,494.191,1
635200,-66.147,142.374,494.194,1
635600,-66.171,142.353,494.198,1
636000,-66.195,142.331,494.202,1
636400,-66.219,142.31,494.206,1
636800,-66.243,142.288,494.21,1
637200,-66.267,142.266,494.214,1
637600,-66.291,142.245,494.218,1
638000,-66.315,142.223,494.221,1
638400,-66.339,142.201,494.225,1
638800,-66.363,142.18,494.229,1
639200,-66.388,142.158,494.233,1
639600,-66.412,142.136,494.237,1
640000,-66.436,142.114,494.241,1
640400,-66.46,142.092,494.244,1
640800,-66.484,142.07,494.248,1
641200,-66.508,142.048,494.252,1
641600,-66.532,142.026,494.256,1
642000,-66.556,142.004,494.259,1
642400,-66.58,141.982,494.263,1
642800,-66.604,141.96,494.267,1
643200,-66.628,141.938,494.271,1
643600,-66.652,141.915,494.275,1
644000,-66.676,141.893,494.278,1
644400,-66.7,141.871,494.282,1
644800,-66.724,141.848,494.286,1
645200,-66.748,141.826,494.29,1
645600,-66.772,141.804,494.293,1
646000,-66.796,141.781,494.297,1
646400,-66.82,141.759,494.301,1
646800,-66.844,141.736,494.304,1
647200,-66.868,141.713,494.308,1
647600,-66.892,141.691,494.312,1
648000,-66.916,141.668,494.315,1
648400,-66.94,141.645,494.319,1
648800,-66.964,141.623,494.323,1
649200,-66.988,141.6,494.327,1
649600,-67.012,141.577,494.33,1
650000,-67.036,141.554,494.334,1
650400,-67.06,141.531,494.338,1
650800,-67.084,141.508,494.341,1
651200,-67.108,141.485,494.345,1
651600,-67.132,141.462,494.348,1
652000,-67.155,141.439,494.352,1
652400,-67.179,141.416,494.356,1
652800,-67.203,141.393,494.359,1
653200,-67.227,141.37,494.363,1
653600,-67.251,141.346,494.367,1
654000,-67.275,141.323,494.37,1
654400,-67.299,141.3,494.374,1
654800,-67.323,141.276,494.377,1
655200,-67.347,141.253,494.381,1
655600,-67.371,141.229,494.385,1
656000,-67.395,141.206,494.388,1
656400,-67.419,141.182,494.392,1
656800,-67.443,141.159,494.395,1
657200,-67.467,141.135,494.399,1
657600,-67.491,141.111,494.402,1
658000,-67.514,141.087,494.406,1
658400,-67.538,141.064,494.409,1
658800,-67.562,141.04,494.413,1
659200,-67.586,141.016,494.416,1
659600,-67.61,140.992,494.42,1
660000,-67.634,140.968,494.423,1
660400,-67.658,140.944,494.427,1
660800,-67.682,140.92,494.431,1
661200,-67.706,140.896,494.434,1
661600,-67.729,140.872,494.437,1
662000,-67.753,140.848,494.441,1
662400,-67.777,140.823,494.444,1
662800,-67.801,140.799,494.448,1
663200,-67.825,140.775,494.451,1
663600,-67.849,140.75,494.455,1
664000,-67.873,140.726,494.458,1
664400,-67.897,140.701,494.462,1
664800,-67.92,140.677,494.465,1
665200,-67.944,140.652,494.469,1
665600,-67.968,140.628,494.472,1
666000,-67.992,140.603,494.475,1
666400,-68.016,140.578,494.479,1
666800,-68.04,140.554,494.482,1
667200,-68.063,140.529,494.486,1
667600,-68.087,140.504,494.489,1
668000,-68.111,140.479,494.493,1
668400,-68.135,140.454,494.496,1
668800,-68.159,140.429,494.499,1
669200,-68.183,140.404,494.503,1
669600,-68.206,140.379,494.506,1
670000,-68.23,140.354,494.509,1
670400,-68.254,140.329,494.513,1
670800,-68.278,140.303,494.516,1
671200,-68.302,140.278,494.519,1
671600,-68.325,140.253,494.523,1
672000,-68.349,140.227,494.526,1
672400,-68.373,140.202,494.529,1
672800,-68.397,140.176,494.533,1
673200,-68.421,140.151,494.536,1
673600,-68.444,140.125,494.539,1
674000,-68.468,140.1,494.543,1
674400,-68.492,140.074,494.546,1
674800,-68.516,140.048,494.549,1
675200,-68.539,140.022,494.553,1
675600,-68.563,139.997,494.556,1
676000,-68.587,139.971,494.559,1
676400,-68.611,139.945,494.562,1
676800,-68.634,139.919,494.566,1
677200,-68.658,139.893,494.569,1
677600,-68.682,139.867,494.572,1
678000,-68.706,139.84,494.575,1
678400,-68.729,139.814,494.579,1
678800,-68.753,139.788,494.582,1
679200,-68.777,139.762,494.585,1
679600,-68.801,139.735,494.588,1
680000,-68.824,139.709,494.591,1
680400,-68.848,139.682,494.595,1
680800,-68.872,139.656,494.598,1
681200,-68.895,139.629,494.601,1
681600,-68.919,139.603,494.604,1
682000,-68.943,139.576,494.607,1
682400,-68.967,139.549,494.611,1
682800,-68.99,139.523,494.614,1
683200,-69.014,139.496,494.617,1
683600,-69.038,139.469,494.62,1
684000,-69.061,139.442,494.623,1
684400,-69.085,139.415,494.626,1
684800,-69.109,139.388,494.63,1
685200,-69.132,139.361,494.633,1
685600,-69.156,139.333,494.636,1
686000,-69.18,139.306,494.639,1
686400,-69.203,139.279,494.642,1
686800,-69.227,139.252,494.645,1
687200,-69.251,139.224,494.648,1
687600,-69.274,139.197,494.651,1
688000,-69.298,139.169,494.654,1
688400,-69.322,139.142,494.657,1
688800,-69.345,139.114,494.661,1
689200,-69.369,139.086,494.664,1
689600,-69.393,139.059,494.667,1
690000,-69.416,139.031,494.67,1
690400,-69.44,139.003,494.673,1
690800,-69.463,138.975,494.676,1
691200,-69.487,138.947,494.679,1
691600,-69.511,138.919,494.682,1
692000,-69.534,138.891,494.685,1
692400,-69.558,138.863,494.688,1
692800,-69.581,138.835,494.691,1
693200,-69.605,138.807,494.694,1
693600,-69.629,138.778,494.697,1
694000,-69.652,138.75,494.7,1
694400,-69.676,138.721,494.703,1
694800,-69.699,138.693,494.706,1
695200,-69.723,138.664,494.709,1
695600,-69.747,138.636,494.712,1
696000,-69.77,138.607,494.715,1
696400,-69.794,138.578,494.718,1
696800,-69.817,138.55,494.721,1
697200,-69.841,138.521,494.724,1
697600,-69.864,138.492,494.727,1
698000,-69.888,138.463,494.73,1
698400,-69.911,138.434,494.732,1
698800,-69.935,138.405,494.735,1
699200,-69.959,138.376,494.738,1
699600,-69.982,138.346,494.741,1
700000,-70.006,138.317,494.744,1
700400,-70.029,138.288,494.747,1
700800,-70.053,138.258,494.75,1
701200,-70.076,138.229,494.753,1
701600,-70.1,138.199,494.756,1
702000,-70.123,138.17,494.758,1
702400,-70.147,138.14,494.761,1
702800,-70.17,138.11,494.764,1
703200,-70.194,138.081,494.767,1
703600,-70.217,138.051,494.77,1
704000,-70.241,138.021,494.773,1
704400,-70.264,137.991,494.775,1
704800,-70.287,137.961,494.778,1
705200,-70.311,137.931,494.781,1
705600,-70.334,137.901,494.784,1
706000,-70.358,137.87,494.787,1
706400,-70.381,137.84,494.79,1
706800,-70.405,137.81,494.792,1
707200,-70.428,137.779,494.795,1
707600,-70.452,137.749,494.798,1
708000,-70.475,137.718,494.801,1
708400,-70.499,137.688,494.803,1
708800,-70.522,137.657,494.806,1
709200,-70.545,137.626,494.809,1
709600,-70.569,137.595,494.812,1
710000,-70.592,137.564,494.814,1
710400,-70.616,137.533,494.817,1
710800,-70.639,137.502,494.82,1
711200,-70.662,137.471,494.823,1
711600,-70.686,137.44,494.825,1
712000,-70.709,137.409,494.828,1
712400,-70.733,137.378,494.831,1
712800,-70.756,137.346,494.833,1
713200,-70.779,137.315,494.836,1
713600,-70.803,137.283,494.839,1
714000,-70.826,137.252,494.841,1
714400,-70.849,137.22,494.844,1
714800,-70.873,137.188,494.847,1
715200,-70.896,137.156,494.849,1
715600,-70.919,137.125,494.852,1
716000,-70.943,137.093,494.855,1
716400,-70.966,137.061,494.857,1
716800,-70.989,137.029,494.86,1
717200,-71.013,136.996,494.863,1
717600,-71.036,136.964,494.865,1
718000,-71.059,136.932,494.868,1
718400,-71.083,136.899,494.87,1
718800,-71.106,136.867,494.873,1
719200,-71.129,136.835,494.876,1
719600,-71.153,136.802,494.878,1
720000,-71.176,136.769,494.881,1
720400,-71.199,136.736,494.883,1
720800,-71.222,136.704,494.886,1
721200,-71.246,136.671,494.888,1
721600,-71.269,136.638,494.891,1
722000,-71.292,136.605,494.893,1
722400,-71.315,136.572,494.896,1
722800,-71.339,136.538,494.899,1
723200,-71.362,136.505,494.901,1
723600,-71.385,136.472,494.904,1
724000,-71.408,136.438,494.906,1
724400,-71.432,136.405,494.909,1
724800,-71.455,136.371,494.911,1
725200,-71.478,136.338,494.914,1
725600,-71.501,136.304,494.916,1
726000,-71.524,136.27,494.919,1
726400,-71.548,136.236,494.921,1
726800,-71.571,136.202,494.923,1
727200,-71.594,136.168,494.926,1
727600,-71.617,136.134,494.928,1
728000,-71.64,136.1,494.931,1
728400,-71.664,136.066,494.933,1
728800,-71.687,136.031,494.936,1
729200,-71.71,135.997,494.938,1
729600,-71.733,135.962,494.941,1
730000,-71.756,135.928,494.943,1
730400,-71.779,135.893,494.945,1
730800,-71.803,135.858,494.948,1
731200,-71.826,135.824,494.95,1
731600,-71.849,135.789,494.953,1
732000,-71.872,135.754,494.955,1
732400,-71.895,135.719,494.957,1
732800,-71.918,135.683,494.96,1
733200,-71.941,135.648,494.962,1
733600,-71.964,135.613,494.964,1
734000,-71.987,135.577,494.967,1
734400,-72.011,135.542,494.969,1
734800,-72.034,135.506,494.971,1
735200,-72.057,135.471,494.974,1
735600,-72.08,135.435,494.976,1
736000,-72.103,135.399,494.978,1
736400,-72.126,135.363,494.981,1
736800,-72.149,135.327,494.983,1
737200,-72.172,135.291,494.985,1
737600,-72.195,135.255,494.988,1
738000,-72.218,135.219,494.99,1
738400,-72.241,135.182,494.992,1
738800,-72.264,135.146,494.994,1
739200,-72.287,135.109,494.997,1
739600,-72.31,135.073,494.999,1
740000,-72.333,135.036,495.001,1
740400,-72.356,134.999,495.003,1
740800,-72.379,134.962,495.006,1
741200,-72.402,134.925,495.008,1
741600,-72.425,134.888,495.01,1
742000,-72.448,134.851,495.012,1
742400,-72.471,134.814,495.014,1
742800,-72.494,134.777,495.017,1
743200,-72.517,134.739,495.019,1
743600,-72.54,134.702,495.021,1
744000,-72.563,134.664,495.023,1
744400,-72.586,134.626,495.025,1
744800,-72.609,134.589,495.028,1
745200,-72.632,134.551,495.03,1
745600,-72.654,134.513,495.032,1
746000,-72.677,134.475,495.034,1
746400,-72.7,134.436,495.036,1
746800,-72.723,134.398,495.038,1
747200,-72.746,134.36,495.04,1
747600,-72.769,134.321,495.042,1
748000,-72.792,134.283,495.045,1
748400,-72.815,134.244,495.047,1
748800,-72.837,134.206,495.049,1
749200,-72.86,134.167,495.051,1
749600,-72.883,134.128,495.053,1
750000,-72.906,134.089,495.055,1
750400,-72.929,134.05,495.057,1
750800,-72.952,134.01,495.059,1
751200,-72.974,133.971,495.061,1
751600,-72.997,133.932,495.063,1
752000,-73.02,133.892,495.065,1
752400,-73.043,133.853,495.067,1
752800,-73.066,133.813,495.069,1
753200,-73.088,133.773,495.071,1
753600,-73.111,133.733,495.073,1
754000,-73.134,133.693,495.075,1
754400,-73.157,133.653,495.077,1
754800,-73.18,133.613,495.079,1
755200,-73.202,133.573,495.081,1
755600,-73.225,133.532,495.083,1
756000,-73.248,133.492,495.085,1
756400,-73.27,133.451,495.087,1
756800,-73.293,133.41,495.089,1
757200,-73.316,133.37,495.091,1
757600,-73.339,133.329,495.093,1
758000,-73.361,133.288,495.095,1
758400,-73.384,133.247,495.097,1
758800,-73.407,133.205,495.099,1
759200,-73.429,133.164,495.101,1
759600,-73.452,133.123,495.103,1
760000,-73.475,133.081,495.105,1
760400,-73.497,133.039,495.107,1
760800,-73.52,132.998,495.109,1
761200,-73.543,132.956,495.11,1
761600,-73.565,132.914,495.112,1
762000,-73.588,132.872,495.114,1
762400,-73.61,132.83,495.116,1
762800,-73.633,132.787,495.118,1
763200,-73.656,132.745,495.12,1
763600,-73.678,132.702,495.122,1
764000,-73.701,132.66,495.124,1
764400,-73.723,132.617,495.125,1
764800,-73.746,132.574,495.127,1
765200,-73.768,132.531,495.129,1
765600,-73.791,132.488,495.131,1
766000,-73.814,132.445,495.133,1
766400,-73.836,132.402,495.134,1
766800,-73.859,132.358,495.136,1
767200,-73.881,132.315,495.138,1
767600,-73.904,132.271,495.14,1
768000,-73.926,132.227,495.142,1
768400,-73.949,132.183,495.143,1
768800,-73.971,132.139,495.145,1
769200,-73.994,132.095,495.147,1
769600,-74.016,132.051,495.149,1
770000,-74.038,132.007,495.15,1
770400,-74.061,131.962,495.152,1
770800,-74.083,131.918,495.154,1
771200,-74.106,131.873,495.155,1
771600,-74.128,131.828,495.157,1
772000,-74.151,131.783,495.159,1
772400,-74.173,131.738,495.161,1
772800,-74.195,131.693,495.162,1
773200,-74.218,131.648,495.164,1
773600,-74.24,131.603,495.166,1
774000,-74.263,131.557,495.167,1
774400,-74.285,131.511,495.169,1
774800,-74.307,131.466,495.171,1
775200,-74.33,131.42,495.172,1
775600,-74.352,131.374,495.174,1
776000,-74.374,131.328,495.176,1
776400,-74.397,131.281,495.177,1
776800,-74.419,131.235,495.179,1
777200,-74.441,131.189,495.18,1
777600,-74.463,131.142,495.182,1
778000,-74.486,131.095,495.184,1
778400,-74.508,131.048,495.185,1
778800,-74.53,131.001,495.187,1
779200,-74.552,130.954,495.188,1
779600,-74.575,130.907,495.19,1
780000,-74.597,130.859,495.191,1
780400,-74.619,130.812,495.193,1
780800,-74.641,130.764,495.195,1
781200,-74.664,130.716,495.196,1
781600,-74.686,130.669,495.198,1
782000,-74.708,130.621,495.199,1
782400,-74.73,130.572,495.201,1
782800,-74.752,130.524,495.202,1
783200,-74.774,130.476,495.204,1
783600,-74.797,130.427,495.205,1
784000,-74.819,130.378,495.207,1
784400,-74.841,130.33,495.208,1
784800,-74.863,130.281,495.21,1
785200,-74.885,130.231,495.211,1
785600,-74.907,130.182,495.213,1
786000,-74.929,130.133,495.214,1
786400,-74.951,130.083,495.216,1
786800,-74.973,130.034,495.217,1
787200,-74.995,129.984,495.218,1
787600,-75.018,129.934,495.22,1
788000,-75.04,129.884,495.221,1
788400,-75.062,129.834,495.223,1
788800,-75.084,129.783,495.224,1
789200,-75.106,129.733,495.226,1
789600,-75.128,129.682,495.227,1
790000,-75.15,129.631,495.228,1
790400,-75.172,129.581,495.23,1
790800,-75.194,129.529,495.231,1
791200,-75.215,129.478,495.232,1
791600,-75.237,129.427,495.234,1
792000,-75.259,129.375,495.235,1
792400,-75.281,129.324,495.237,1
792800,-75.303,129.272,495.238,1
793200,-75.325,129.22,495.239,1
793600,-75.347,129.168,495.241,1
794000,-75.369,129.116,495.242,1
794400,-75.391,129.063,495.243,1
794800,-75.413,129.011,495.244,1
795200,-75.434,128.958,495.246,1
795600,-75.456,128.905,495.247,1
796000,-75.478,128.853,495.248,1
796400,-75.5,128.799,495.25,1
796800,-75.522,128.746,495.251,1
797200,-75.543,128.693,495.252,1
797600,-75.565,128.639,495.253,1
798000,-75.587,128.585,495.255,1
798400,-75.609,128.532,495.256,1
798800,-75.631,128.478,495.257,1
799200,-75.652,128.423,495.258,1
799600,-75.674,128.369,495.26,1
800000,-75.696,128.314,495.261,1
800400,-75.717,128.26,495.262,1
800800,-75.739,128.205,495.263,1
801200,-75.761,128.15,495.264,1
801600,-75.782,128.095,495.266,1
802000,-75.804,128.04,495.267,1
802400,-75.826,127.984,495.268,1
802800,-75.847,127.929,495.269,1
803200,-75.869,127.873,495.27,1
803600,-75.89,127.817,495.271,1
804000,-75.912,127.761,495.273,1
804400,-75.934,127.704,495.274,1
804800,-75.955,127.648,495.275,1
805200,-75.977,127.591,495.276,1
805600,-75.998,127.535,495.277,1
806000,-76.02,127.478,495.278,1
806400,-76.041,127.421,495.279,1
806800,-76.063,127.363,495.28,1
807200,-76.084,127.306,495.281,1
807600,-76.106,127.248,495.283,1
808000,-76.127,127.191,495.284,1
808400,-76.149,127.133,495.285,1
808800,-76.17,127.075,495.286,1
809200,-76.192,127.016,495.287,1
809600,-76.213,126.958,495.288,1
810000,-76.234,126.899,495.289,1
810400,-76.256,126.84,495.29,1
810800,-76.277,126.781,495.291,1
811200,-76.298,126.722,495.292,1
811600,-76.32,126.663,495.293,1
812000,-76.341,126.603,495.294,1
812400,-76.362,126.544,495.295,1
812800,-76.384,126.484,495.296,1
813200,-76.405,126.424,495.297,1
813600,-76.426,126.364,495.298,1
814000,-76.448,126.303,495.299,1
814400,-76.469,126.243,495.3,1
814800,-76.49,126.182,495.301,1
815200,-76.511,126.121,495.302,1
815600,-76.533,126.06,495.303,1
816000,-76.554,125.999,495.304,1
816400,-76.575,125.937,495.305,1
816800,-76.596,125.875,495.305,1
817200,-76.617,125.814,495.306,1
817600,-76.638,125.752,495.307,1
818000,-76.659,125.689,495.308,1
818400,-76.681,125.627,495.309,1
818800,-76.702,125.564,495.31,1
819200,-76.723,125.501,495.311,1
819600,-76.744,125.438,495.312,1
820000,-76.765,125.375,495.313,1
820400,-76.786,125.312,495.313,1
820800,-76.807,125.248,495.314,1
821200,-76.828,125.185,495.315,1
821600,-76.849,125.121,495.316,1
822000,-76.87,125.056,495.317,1
822400,-76.891,124.992,495.318,1
822800,-76.912,124.928,495.318,1
823200,-76.933,124.863,495.319,1
823600,-76.954,124.798,495.32,1
824000,-76.975,124.733,495.321,1
824400,-76.995,124.667,495.322,1
824800,-77.016,124.602,495.322,1
825200,-77.037,124.536,495.323,1
825600,-77.058,124.47,495.324,1
826000,-77.079,124.404,495.325,1
826400,-77.1,124.338,495.325,1
826800,-77.12,124.271,495.326,1
827200,-77.141,124.204,495.327,1
827600,-77.162,124.137,495.328,1
828000,-77.183,124.07,495.328,1
828400,-77.203,124.003,495.329,1
828800,-77.224,123.935,495.33,1
829200,-77.245,123.867,495.33,1
829600,-77.265,123.799,495.331,1
830000,-77.286,123.731,495.332,1
830400,-77.307,123.663,495.332,1
830800,-77.327,123.594,495.333,1
831200,-77.348,123.525,495.334,1
831600,-77.369,123.456,495.334,1
832000,-77.389,123.387,495.335,1
832400,-77.41,123.317,495.336,1
832800,-77.43,123.247,495.336,1
833200,-77.451,123.177,495.337,1
833600,-77.471,123.107,495.337,1
834000,-77.492,123.037,495.338,1
834400,-77.512,122.966,495.339,1
834800,-77.533,122.895,495.339,1
835200,-77.553,122.824,495.34,1
835600,-77.573,122.753,495.34,1
836000,-77.594,122.681,495.341,1
836400,-77.614,122.61,495.342,1
836800,-77.635,122.538,495.342,1
837200,-77.655,122.466,495.343,1
837600,-77.675,122.393,495.343,1
838000,-77.696,122.32,495.344,1
838400,-77.716,122.248,495.344,1
838800,-77.736,122.174,495.345,1
839200,-77.756,122.101,495.345,1
839600,-77.777,122.027,495.346,1
840000,-77.797,121.954,495.346,1
840400,-77.817,121.88,495.347,1
840800,-77.837,121.805,495.347,1
841200,-77.857,121.731,495.348,1
841600,-77.878,121.656,495.348,1
842000,-77.898,121.581,495.349,1
842400,-77.918,121.506,495.349,1
842800,-77.938,121.43,495.35,1
843200,-77.958,121.354,495.35,1
843600,-77.978,121.278,495.351,1
844000,-77.998,121.202,495.351,1
844400,-78.018,121.126,495.351,1
844800,-78.038,121.049,495.352,1
845200,-78.058,120.972,495.352,1
845600,-78.078,120.895,495.353,1
846000,-78.098,120.817,495.353,1
846400,-78.118,120.74,495.353,1
846800,-78.138,120.662,495.354,1
847200,-78.157,120.583,495.354,1
847600,-78.177,120.505,495.354,1
848000,-78.197,120.426,495.355,1
848400,-78.217,120.347,495.355,1
848800,-78.237,120.268,495.356,1
849200,-78.256,120.189,495.356,1
849600,-78.276,120.109,495.356,1
850000,-78.296,120.029,495.356,1
850400,-78.316,119.949,495.357,1
850800,-78.335,119.868,495.357,1
851200,-78.355,119.787,495.357,1
851600,-78.374,119.706,495.358,1
852000,-78.394,119.625,495.358,1
852400,-78.414,119.543,495.358,1
852800,-78.433,119.461,495.359,1
853200,-78.453,119.379,495.359,1
853600,-78.472,119.297,495.359,1
854000,-78.492,119.214,495.359,1
854400,-78.511,119.131,495.36,1
854800,-78.531,119.048,495.36,1
855200,-78.55,118.965,495.36,1
855600,-78.57,118.881,495.36,1
856000,-78.589,118.797,495.36,1
856400,-78.608,118.712,495.361,1
856800,-78.628,118.628,495.361,1
857200,-78.647,118.543,495.361,1
857600,-78.666,118.458,495.361,1
858000,-78.685,118.372,495.361,1
858400,-78.705,118.287,495.361,1
858800,-78.724,118.201,495.362,1
859200,-78.743,118.115,495.362,1
859600,-78.762,118.028,495.362,1
860000,-78.781,117.941,495.362,1
860400,-78.801,117.854,495.362,1
860800,-78.82,117.767,495.362,1
861200,-78.839,117.679,495.362,1
861600,-78.858,117.591,495.363,1
862000,-78.877,117.503,495.363,1
862400,-78.896,117.414,495.363,1
862800,-78.915,117.325,495.363,1
863200,-78.934,117.236,495.363,1
863600,-78.953,117.146,495.363,1
864000,-78.972,117.057,495.363,1
864400,-78.99,116.967,495.363,1
864800,-79.009,116.876,495.363,1
865200,-79.028,116.786,495.363,1
