t_ms,lat,lon,alt,is_sunlit
0,-26.574,158.235,484.257,1
400,-26.599,158.229,484.263,1
800,-26.625,158.223,484.269,1
1200,-26.65,158.218,484.276,1
1600,-26.675,158.212,484.282,1
2000,-26.7,158.206,484.288,1
2400,-26.726,158.2,484.294,1
2800,-26.751,158.195,484.301,1
3200,-26.776,158.189,484.307,1
3600,-26.802,158.183,484.313,1
4000,-26.827,158.177,484.319,1
4400,-26.852,158.172,484.326,1
4800,-26.878,158.166,484.332,1
5200,-26.903,158.16,484.338,1
5600,-26.928,158.154,484.344,1
6000,-26.953,158.149,484.351,1
6400,-26.979,158.143,484.357,1
6800,-27.004,158.137,484.363,1
7200,-27.029,158.131,484.369,1
7600,-27.055,158.126,484.376,1
8000,-27.08,158.12,484.382,1
8400,-27.105,158.114,484.388,1
8800,-27.13,158.108,484.395,1
9200,-27.156,158.102,484.401,1
9600,-27.181,158.097,484.407,1
10000,-27.206,158.091,484.413,1
10400,-27.232,158.085,484.42,1
10800,-27.257,158.079,484.426,1
11200,-27.282,158.074,484.432,1
11600,-27.308,158.068,484.439,1
12000,-27.333,158.062,484.445,1
12400,-27.358,158.056,484.451,1
12800,-27.383,158.05,484.458,1
13200,-27.409,158.045,484.464,1
13600,-27.434,158.039,484.47,1
14000,-27.459,158.033,484.477,1
14400,-27.485,158.027,484.483,1
14800,-27.51,158.021,484.489,1
15200,-27.535,158.016,484.496,1
15600,-27.56,158.01,484.502,1
16000,-27.586,158.004,484.508,1
16400,-27.611,157.998,484.515,1
16800,-27.636,157.992,484.521,1
17200,-27.662,157.986,484.527,1
17600,-27.687,157.981,484.534,1
18000,-27.712,157.975,484.54,1
18400,-27.737,157.969,484.546,1
18800,-27.763,157.963,484.553,1
19200,-27.788,157.957,484.559,1
19600,-27.813,157.951,484.566,1
20000,-27.839,157.946,484.572,1
20400,-27.864,157.94,484.578,1
20800,-27.889,157.934,484.585,1
21200,-27.914,157.928,484.591,1
21600,-27.94,157.922,484.597,1
22000,-27.965,157.916,484.604,1
22400,-27.99,157.911,484.61,1
22800,-28.016,157.905,484.617,1
23200,-28.041,157.899,484.623,1
23600,-28.066,157.893,484.629,1
24000,-28.091,157.887,484.636,1
24400,-28.117,157.881,484.642,1
24800,-28.142,157.876,484.649,1
25200,-28.167,157.87,484.655,1
25600,-28.193,157.864,484.661,1
26000,-28.218,157.858,484.668,1
26400,-28.243,157.852,484.674,1
26800,-28.268,157.846,484.681,1
27200,-28.294,157.84,484.687,1
27600,-28.319,157.834,484.693,1
28000,-28.344,157.829,484.7,1
28400,-28.37,157.823,484.706,1
28800,-28.395,157.817,484.713,1
29200,-28.42,157.811,484.719,1
29600,-28.445,157.805,484.726,1
30000,-28.471,157.799,484.732,1
30400,-28.496,157.793,484.739,1
30800,-28.521,157.787,484.745,1
31200,-28.547,157.782,484.751,1
31600,-28.572,157.776,484.758,1
32000,-28.597,157.77,484.764,1
32400,-28.622,157.764,484.771,1
32800,-28.648,157.758,484.777,1
33200,-28.673,157.752,484.784,1
33600,-28.698,157.746,484.79,1
34000,-28.724,157.74,484.797,1
34400,-28.749,157.734,484.803,1
34800,-28.774,157.728,484.81,1
35200,-28.799,157.723,484.816,1
35600,-28.825,157.717,484.823,1
36000,-28.85,157.711,484.829,1
36400,-28.875,157.705,484.835,1
36800,-28.9,157.699,484.842,1
37200,-28.926,157.693,484.848,1
37600,-28.951,157.687,484.855,1
38000,-28.976,157.681,484.861,1
38400,-29.002,157.675,484.868,1
38800,-29.027,157.669,484.874,1
39200,-29.052,157.663,484.881,1
39600,-29.077,157.657,484.887,1
40000,-29.103,157.652,484.894,1
40400,-29.128,157.646,484.9,1
40800,-29.153,157.64,484.907,1
41200,-29.179,157.634,484.913,1
41600,-29.204,157.628,484.92,1
42000,-29.229,157.622,484.926,1
42400,-29.254,157.616,484.933,1
42800,-29.28,157.61,484.94,1
43200,-29.305,157.604,484.946,1
43600,-29.33,157.598,484.953,1
44000,-29.355,157.592,484.959,1
44400,-29.381,157.586,484.966,1
44800,-29.406,157.58,484.972,1
45200,-29.431,157.574,484.979,1
45600,-29.457,157.568,484.985,1
46000,-29.482,157.562,484.992,1
46400,-29.507,157.556,484.998,1
46800,-29.532,157.55,485.005,1
47200,-29.558,157.544,485.011,1
47600,-29.583,157.538,485.018,1
48000,-29.608,157.532,485.025,1
48400,-29.633,157.526,485.031,1
48800,-29.659,157.52,485.038,1
49200,-29.684,157.514,485.044,1
49600,-29.709,157.509,485.051,1
50000,-29.734,157.503,485.057,1
50400,-29.76,157.497,485.064,1
50800,-29.785,157.491,485.071,1
51200,-29.81,157.485,485.077,1
51600,-29.836,157.479,485.084,1
52000,-29.861,157.473,485.09,1
52400,-29.886,157.467,485.097,1
52800,-29.911,157.461,485.103,1
53200,-29.937,157.455,485.11,1
53600,-29.962,157.449,485.117,1
54000,-29.987,157.443,485.123,1
54400,-30.012,157.437,485.13,1
54800,-30.038,157.431,485.136,1
55200,-30.063,157.425,485.143,1
55600,-30.088,157.419,485.15,1
56000,-30.113,157.412,485.156,1
56400,-30.139,157.406,485.163,1
56800,-30.164,157.4,485.169,1
57200,-30.189,157.394,485.176,1
57600,-30.215,157.388,485.183,1
58000,-30.24,157.382,485.189,1
58400,-30.265,157.376,485.196,1
58800,-30.29,157.37,485.202,1
59200,-30.316,157.364,485.209,1
59600,-30.341,157.358,485.216,1
60000,-30.366,157.352,485.222,1
60400,-30.391,157.346,485.229,1
60800,-30.417,157.34,485.236,1
61200,-30.442,157.334,485.242,1
61600,-30.467,157.328,485.249,1
62000,-30.492,157.322,485.255,1
62400,-30.518,157.316,485.262,1
62800,-30.543,157.31,485.269,1
63200,-30.568,157.304,485.275,1
63600,-30.593,157.298,485.282,1
64000,-30.619,157.292,485.289,1
64400,-30.644,157.286,485.295,1
64800,-30.669,157.28,485.302,1
65200,-30.694,157.273,485.309,1
65600,-30.72,157.267,485.315,1
66000,-30.745,157.261,485.322,1
66400,-30.77,157.255,485.329,1
66800,-30.795,157.249,485.335,1
67200,-30.821,157.243,485.342,1
67600,-30.846,157.237,485.349,1
68000,-30.871,157.231,485.355,1
68400,-30.897,157.225,485.362,1
68800,-30.922,157.219,485.369,1
69200,-30.947,157.213,485.375,1
69600,-30.972,157.207,485.382,1
70000,-30.998,157.2,485.389,1
70400,-31.023,157.194,485.395,1
70800,-31.048,157.188,485.402,1
71200,-31.073,157.182,485.409,1
71600,-31.099,157.176,485.415,1
72000,-31.124,157.17,485.422,1
72400,-31.149,157.164,485.429,1
72800,-31.174,157.158,485.435,1
73200,-31.2,157.152,485.442,1
73600,-31.225,157.145,485.449,1
74000,-31.25,157.139,485.456,1
74400,-31.275,157.133,485.462,1
74800,-31.301,157.127,485.469,1
75200,-31.326,157.121,485.476,1
75600,-31.351,157.115,485.482,1
76000,-31.376,157.109,485.489,1
76400,-31.402,157.103,485.496,1
76800,-31.427,157.096,485.503,1
77200,-31.452,157.09,485.509,1
77600,-31.477,157.084,485.516,1
78000,-31.503,157.078,485.523,1
78400,-31.528,157.072,485.529,1
78800,-31.553,157.066,485.536,1
79200,-31.578,157.06,485.543,1
79600,-31.604,157.053,485.55,1
80000,-31.629,157.047,485.556,1
80400,-31.654,157.041,485.563,1
80800,-31.679,157.035,485.57,1
81200,-31.705,157.029,485.577,1
81600,-31.73,157.023,485.583,1
82000,-31.755,157.016,485.59,1
82400,-31.78,157.01,485.597,1
82800,-31.806,157.004,485.604,1
83200,-31.831,156.998,485.61,1
83600,-31.856,156.992,485.617,1
84000,-31.881,156.986,485.624,1
84400,-31.907,156.979,485.631,1
84800,-31.932,156.973,485.637,1
85200,-31.957,156.967,485.644,1
85600,-31.982,156.961,485.651,1
86000,-32.008,156.955,485.658,1
86400,-32.033,156.948,485.664,1
86800,-32.058,156.942,485.671,1
87200,-32.083,156.936,485.678,1
87600,-32.108,156.93,485.685,1
88000,-32.134,156.924,485.691,1
88400,-32.159,156.917,485.698,1
88800,-32.184,156.911,485.705,1
89200,-32.209,156.905,485.712,1
89600,-32.235,156.899,485.719,1
90000,-32.26,156.893,485.725,1
90400,-32.285,156.886,485.732,1
90800,-32.31,156.88,485.739,1
91200,-32.336,156.874,485.746,1
91600,-32.361,156.868,485.752,1
92000,-32.386,156.861,485.759,1
92400,-32.411,156.855,485.766,1
92800,-32.437,156.849,485.773,1
93200,-32.462,156.843,485.78,1
93600,-32.487,156.837,485.786,1
94000,-32.512,156.83,485.793,1
94400,-32.538,156.824,485.8,1
94800,-32.563,156.818,485.807,1
95200,-32.588,156.812,485.814,1
95600,-32.613,156.805,485.82,1
96000,-32.639,156.799,485.827,1
96400,-32.664,156.793,485.834,1
96800,-32.689,156.787,485.841,1
97200,-32.714,156.78,485.848,1
97600,-32.739,156.774,485.854,1
98000,-32.765,156.768,485.861,1
98400,-32.79,156.761,485.868,1
98800,-32.815,156.755,485.875,1
99200,-32.84,156.749,485.882,1
99600,-32.866,156.743,485.889,1
100000,-32.891,156.736,485.895,1
100400,-32.916,156.73,485.902,1
100800,-32.941,156.724,485.909,1
101200,-32.967,156.717,485.916,1
101600,-32.992,156.711,485.923,1
102000,-33.017,156.705,485.93,1
102400,-33.042,156.699,485.936,1
102800,-33.067,156.692,485.943,1
103200,-33.093,156.686,485.95,1
103600,-33.118,156.68,485.957,1
104000,-33.143,156.673,485.964,1
104400,-33.168,156.667,485.971,1
104800,-33.194,156.661,485.977,1
105200,-33.219,156.654,485.984,1
105600,-33.244,156.648,485.991,1
106000,-33.269,156.642,485.998,1
106400,-33.295,156.635,486.005,1
106800,-33.32,156.629,486.012,1
107200,-33.345,156.623,486.019,1
107600,-33.37,156.616,486.025,1
108000,-33.395,156.61,486.032,1
108400,-33.421,156.604,486.039,1
108800,-33.446,156.597,486.046,1
109200,-33.471,156.591,486.053,1
109600,-33.496,156.585,486.06,1
110000,-33.522,156.578,486.067,1
110400,-33.547,156.572,486.073,1
110800,-33.572,156.566,486.08,1
111200,-33.597,156.559,486.087,1
111600,-33.623,156.553,486.094,1
112000,-33.648,156.547,486.101,1
112400,-33.673,156.54,486.108,1
112800,-33.698,156.534,486.115,1
113200,-33.723,156.528,486.122,1
113600,-33.749,156.521,486.128,1
114000,-33.774,156.515,486.135,1
114400,-33.799,156.508,486.142,1
114800,-33.824,156.502,486.149,1
115200,-33.85,156.496,486.156,1
115600,-33.875,156.489,486.163,1
116000,-33.9,156.483,486.17,1
116400,-33.925,156.477,486.177,1
116800,-33.95,156.47,486.183,1
117200,-33.976,156.464,486.19,1
117600,-34.001,156.457,486.197,1
118000,-34.026,156.451,486.204,1
118400,-34.051,156.445,486.211,1
118800,-34.076,156.438,486.218,1
119200,-34.102,156.432,486.225,1
119600,-34.127,156.425,486.232,1
120000,-34.152,156.419,486.239,1
120400,-34.177,156.412,486.246,1
120800,-34.203,156.406,486.252,1
121200,-34.228,156.4,486.259,1
121600,-34.253,156.393,486.266,1
122000,-34.278,156.387,486.273,1
122400,-34.303,156.38,486.28,1
122800,-34.329,156.374,486.287,1
123200,-34.354,156.367,486.294,1
123600,-34.379,156.361,486.301,1
124000,-34.404,156.355,486.308,1
124400,-34.43,156.348,486.315,1
124800,-34.455,156.342,486.322,1
125200,-34.48,156.335,486.329,1
125600,-34.505,156.329,486.335,1
126000,-34.53,156.322,486.342,1
126400,-34.556,156.316,486.349,1
126800,-34.581,156.309,486.356,1
127200,-34.606,156.303,486.363,1
127600,-34.631,156.296,486.37,1
128000,-34.656,156.29,486.377,1
128400,-34.682,156.283,486.384,1
128800,-34.707,156.277,486.391,1
129200,-34.732,156.27,486.398,1
129600,-34.757,156.264,486.405,1
130000,-34.783,156.258,486.412,1
130400,-34.808,156.251,486.419,1
130800,-34.833,156.245,486.426,1
131200,-34.858,156.238,486.433,1
131600,-34.883,156.232,486.439,1
132000,-34.909,156.225,486.446,1
132400,-34.934,156.219,486.453,1
132800,-34.959,156.212,486.46,1
133200,-34.984,156.205,486.467,1
133600,-35.009,156.199,486.474,1
134000,-35.035,156.192,486.481,1
134400,-35.06,156.186,486.488,1
134800,-35.085,156.179,486.495,1
135200,-35.11,156.173,486.502,1
135600,-35.135,156.166,486.509,1
136000,-35.161,156.16,486.516,1
136400,-35.186,156.153,486.523,1
136800,-35.211,156.147,486.53,1
137200,-35.236,156.14,486.537,1
137600,-35.261,156.134,486.544,1
138000,-35.287,156.127,486.551,1
138400,-35.312,156.121,486.558,1
138800,-35.337,156.114,486.565,1
139200,-35.362,156.107,486.572,1
139600,-35.387,156.101,486.579,1
140000,-35.413,156.094,486.586,1
140400,-35.438,156.088,486.592,1
140800,-35.463,156.081,486.599,1
141200,-35.488,156.075,486.606,1
141600,-35.513,156.068,486.613,1
142000,-35.539,156.061,486.62,1
142400,-35.564,156.055,486.627,1
142800,-35.589,156.048,486.634,1
143200,-35.614,156.042,486.641,1
143600,-35.639,156.035,486.648,1
144000,-35.665,156.029,486.655,1
144400,-35.69,156.022,486.662,1
144800,-35.715,156.015,486.669,1
145200,-35.74,156.009,486.676,1
145600,-35.765,156.002,486.683,1
146000,-35.791,155.996,486.69,1
146400,-35.816,155.989,486.697,1
146800,-35.841,155.982,486.704,1
147200,-35.866,155.976,486.711,1
147600,-35.891,155.969,486.718,1
148000,-35.917,155.962,486.725,1
148400,-35.942,155.956,486.732,1
148800,-35.967,155.949,486.739,1
149200,-35.992,155.943,486.746,1
149600,-36.017,155.936,486.753,1
150000,-36.043,155.929,486.76,1
150400,-36.068,155.923,486.767,1
150800,-36.093,155.916,486.774,1
151200,-36.118,155.909,486.781,1
151600,-36.143,155.903,486.788,1
152000,-36.169,155.896,486.795,1
152400,-36.194,155.889,486.802,1
152800,-36.219,155.883,486.809,1
153200,-36.244,155.876,486.816,1
153600,-36.269,155.869,486.823,1
154000,-36.295,155.863,486.83,1
154400,-36.32,155.856,486.837,1
154800,-36.345,155.849,486.844,1
155200,-36.37,155.843,486.851,1
155600,-36.395,155.836,486.858,1
156000,-36.42,155.829,486.865,1
156400,-36.446,155.823,486.872,1
156800,-36.471,155.816,486.879,1
157200,-36.496,155.809,486.886,1
157600,-36.521,155.803,486.893,1
158000,-36.546,155.796,486.9,1
158400,-36.572,155.789,486.907,1
158800,-36.597,155.782,486.914,1
159200,-36.622,155.776,486.921,1
159600,-36.647,155.769,486.928,1
160000,-36.672,155.762,486.935,1
160400,-36.698,155.756,486.942,1
160800,-36.723,155.749,486.949,1
161200,-36.748,155.742,486.956,1
161600,-36.773,155.735,486.963,1
162000,-36.798,155.729,486.97,1
162400,-36.823,155.722,486.977,1
162800,-36.849,155.715,486.984,1
163200,-36.874,155.708,486.991,1
163600,-36.899,155.702,486.998,1
164000,-36.924,155.695,487.005,1
164400,-36.949,155.688,487.012,1
164800,-36.975,155.681,487.019,1
165200,-37.0,155.675,487.026,1
165600,-37.025,155.668,487.034,1
166000,-37.05,155.661,487.041,1
166400,-37.075,155.654,487.048,1
166800,-37.1,155.647,487.055,1
167200,-37.126,155.641,487.062,1
167600,-37.151,155.634,487.069,1
168000,-37.176,155.627,487.076,1
168400,-37.201,155.62,487.083,1
168800,-37.226,155.614,487.09,1
169200,-37.252,155.607,487.097,1
169600,-37.277,155.6,487.104,1
170000,-37.302,155.593,487.111,1
170400,-37.327,155.586,487.118,1
170800,-37.352,155.58,487.125,1
171200,-37.377,155.573,487.132,1
171600,-37.403,155.566,487.139,1
172000,-37.428,155.559,487.146,1
172400,-37.453,155.552,487.153,1
172800,-37.478,155.545,487.16,1
173200,-37.503,155.539,487.167,1
173600,-37.528,155.532,487.174,1
174000,-37.554,155.525,487.181,1
174400,-37.579,155.518,487.188,1
174800,-37.604,155.511,487.195,1
175200,-37.629,155.504,487.202,1
175600,-37.654,155.498,487.209,1
176000,-37.679,155.491,487.216,1
176400,-37.705,155.484,487.224,1
176800,-37.73,155.477,487.231,1
177200,-37.755,155.47,487.238,1
177600,-37.78,155.463,487.245,1
178000,-37.805,155.456,487.252,1
178400,-37.83,155.449,487.259,1
178800,-37.856,155.443,487.266,1
179200,-37.881,155.436,487.273,1
179600,-37.906,155.429,487.28,1
180000,-37.931,155.422,487.287,1
180400,-37.956,155.415,487.294,1
180800,-37.981,155.408,487.301,1
181200,-38.007,155.401,487.308,1
181600,-38.032,155.394,487.315,1
182000,-38.057,155.387,487.322,1
182400,-38.082,155.38,487.329,1
182800,-38.107,155.374,487.336,1
183200,-38.132,155.367,487.343,1
183600,-38.158,155.36,487.35,1
184000,-38.183,155.353,487.357,1
184400,-38.208,155.346,487.365,1
184800,-38.233,155.339,487.372,1
185200,-38.258,155.332,487.379,1
185600,-38.283,155.325,487.386,1
186000,-38.309,155.318,487.393,1
186400,-38.334,155.311,487.4,1
186800,-38.359,155.304,487.407,1
187200,-38.384,155.297,487.414,1
187600,-38.409,155.29,487.421,1
188000,-38.434,155.283,487.428,1
188400,-38.46,155.276,487.435,1
188800,-38.485,155.269,487.442,1
189200,-38.51,155.262,487.449,1
189600,-38.535,155.255,487.456,1
190000,-38.56,155.248,487.463,1
190400,-38.585,155.241,487.47,1
190800,-38.611,155.234,487.478,1
191200,-38.636,155.227,487.485,1
191600,-38.661,155.22,487.492,1
192000,-38.686,155.213,487.499,1
192400,-38.711,155.206,487.506,1
192800,-38.736,155.199,487.513,1
193200,-38.761,155.192,487.52,1
193600,-38.787,155.185,487.527,1
194000,-38.812,155.178,487.534,1
194400,-38.837,155.171,487.541,1
194800,-38.862,155.164,487.548,1
195200,-38.887,155.157,487.555,1
195600,-38.912,155.15,487.562,1
196000,-38.938,155.143,487.569,1
196400,-38.963,155.136,487.576,1
196800,-38.988,155.129,487.584,1
197200,-39.013,155.122,487.591,1
197600,-39.038,155.115,487.598,1
198000,-39.063,155.108,487.605,1
198400,-39.088,155.101,487.612,1
198800,-39.114,155.094,487.619,1
199200,-39.139,155.087,487.626,1
199600,-39.164,155.08,487.633,1
200000,-39.189,155.073,487.64,1
200400,-39.214,155.066,487.647,1
200800,-39.239,155.059,487.654,1
201200,-39.265,155.051,487.661,1
201600,-39.29,155.044,487.668,1
202000,-39.315,155.037,487.675,1
202400,-39.34,155.03,487.682,1
202800,-39.365,155.023,487.69,1
203200,-39.39,155.016,487.697,1
203600,-39.415,155.009,487.704,1
204000,-39.441,155.002,487.711,1
204400,-39.466,154.995,487.718,1
204800,-39.491,154.987,487.725,1
205200,-39.516,154.98,487.732,1
205600,-39.541,154.973,487.739,1
206000,-39.566,154.966,487.746,1
206400,-39.591,154.959,487.753,1
206800,-39.617,154.952,487.76,1
207200,-39.642,154.945,487.767,1
207600,-39.667,154.938,487.774,1
208000,-39.692,154.93,487.782,1
208400,-39.717,154.923,487.789,1
208800,-39.742,154.916,487.796,1
209200,-39.767,154.909,487.803,1
209600,-39.793,154.902,487.81,1
210000,-39.818,154.895,487.817,1
210400,-39.843,154.887,487.824,1
210800,-39.868,154.88,487.831,1
211200,-39.893,154.873,487.838,1
211600,-39.918,154.866,487.845,1
212000,-39.943,154.859,487.852,1
212400,-39.968,154.851,487.859,1
212800,-39.994,154.844,487.866,1
213200,-40.019,154.837,487.873,1
213600,-40.044,154.83,487.881,1
214000,-40.069,154.823,487.888,1
214400,-40.094,154.815,487.895,1
214800,-40.119,154.808,487.902,1
215200,-40.144,154.801,487.909,1
215600,-40.17,154.794,487.916,1
216000,-40.195,154.786,487.923,1
216400,-40.22,154.779,487.93,1
216800,-40.245,154.772,487.937,1
217200,-40.27,154.765,487.944,1
217600,-40.295,154.757,487.951,1
218000,-40.32,154.75,487.958,1
218400,-40.345,154.743,487.965,1
218800,-40.371,154.736,487.973,1
219200,-40.396,154.728,487.98,1
219600,-40.421,154.721,487.987,1
220000,-40.446,154.714,487.994,1
220400,-40.471,154.707,488.001,1
220800,-40.496,154.699,488.008,1
221200,-40.521,154.692,488.015,1
221600,-40.547,154.685,488.022,1
222000,-40.572,154.677,488.029,1
222400,-40.597,154.67,488.036,1
222800,-40.622,154.663,488.043,1
223200,-40.647,154.656,488.05,1
223600,-40.672,154.648,488.057,1
224000,-40.697,154.641,488.064,1
224400,-40.722,154.634,488.072,1
224800,-40.748,154.626,488.079,1
225200,-40.773,154.619,488.086,1
225600,-40.798,154.612,488.093,1
226000,-40.823,154.604,488.1,1
226400,-40.848,154.597,488.107,1
226800,-40.873,154.59,488.114,1
227200,-40.898,154.582,488.121,1
227600,-40.923,154.575,488.128,1
228000,-40.948,154.567,488.135,1
228400,-40.974,154.56,488.142,1
228800,-40.999,154.553,488.149,1
229200,-41.024,154.545,488.156,1
229600,-41.049,154.538,488.164,1
230000,-41.074,154.531,488.171,1
230400,-41.099,154.523,488.178,1
230800,-41.124,154.516,488.185,1
231200,-41.149,154.508,488.192,1
231600,-41.175,154.501,488.199,1
232000,-41.2,154.494,488.206,1
232400,-41.225,154.486,488.213,1
232800,-41.25,154.479,488.22,1
233200,-41.275,154.471,488.227,1
233600,-41.3,154.464,488.234,1
234000,-41.325,154.457,488.241,1
234400,-41.35,154.449,488.248,1
234800,-41.375,154.442,488.255,1
235200,-41.401,154.434,488.262,1
235600,-41.426,154.427,488.27,1
236000,-41.451,154.419,488.277,1
236400,-41.476,154.412,488.284,1
236800,-41.501,154.404,488.291,1
237200,-41.526,154.397,488.298,1
237600,-41.551,154.39,488.305,1
238000,-41.576,154.382,488.312,1
238400,-41.601,154.375,488.319,1
238800,-41.627,154.367,488.326,1
239200,-41.652,154.36,488.333,1
239600,-41.677,154.352,488.34,1
240000,-41.702,154.345,488.347,1
240400,-41.727,154.337,488.354,1
240800,-41.752,154.33,488.361,1
241200,-41.777,154.322,488.368,1
241600,-41.802,154.315,488.376,1
242000,-41.827,154.307,488.383,1
242400,-41.853,154.3,488.39,1
242800,-41.878,154.292,488.397,1
243200,-41.903,154.285,488.404,1
243600,-41.928,154.277,488.411,1
244000,-41.953,154.269,488.418,1
244400,-41.978,154.262,488.425,1
244800,-42.003,154.254,488.432,1
245200,-42.028,154.247,488.439,1
245600,-42.053,154.239,488.446,1
246000,-42.079,154.232,488.453,1
246400,-42.104,154.224,488.46,1
246800,-42.129,154.217,488.467,1
247200,-42.154,154.209,488.474,1
247600,-42.179,154.201,488.481,1
248000,-42.204,154.194,488.488,1
248400,-42.229,154.186,488.496,1
248800,-42.254,154.179,488.503,1
249200,-42.279,154.171,488.51,1
249600,-42.304,154.163,488.517,1
250000,-42.329,154.156,488.524,1
250400,-42.355,154.148,488.531,1
250800,-42.38,154.141,488.538,1
251200,-42.405,154.133,488.545,1
251600,-42.43,154.125,488.552,1
252000,-42.455,154.118,488.559,1
252400,-42.48,154.11,488.566,1
252800,-42.505,154.102,488.573,1
253200,-42.53,154.095,488.58,1
253600,-42.555,154.087,488.587,1
254000,-42.58,154.08,488.594,1
254400,-42.606,154.072,488.601,1
254800,-42.631,154.064,488.608,1
255200,-42.656,154.057,488.615,1
255600,-42.681,154.049,488.622,1
256000,-42.706,154.041,488.629,1
256400,-42.731,154.033,488.636,1
256800,-42.756,154.026,488.644,1
257200,-42.781,154.018,488.651,1
257600,-42.806,154.01,488.658,1
258000,-42.831,154.003,488.665,1
258400,-42.856,153.995,488.672,1
258800,-42.882,153.987,488.679,1
259200,-42.907,153.98,488.686,1
259600,-42.932,153.972,488.693,1
260000,-42.957,153.964,488.7,1
260400,-42.982,153.956,488.707,1
260800,-43.007,153.949,488.714,1
261200,-43.032,153.941,488.721,1
261600,-43.057,153.933,488.728,1
262000,-43.082,153.925,488.735,1
262400,-43.107,153.918,488.742,1
262800,-43.132,153.91,488.749,1
263200,-43.157,153.902,488.756,1
263600,-43.183,153.894,488.763,1
264000,-43.208,153.887,488.77,1
264400,-43.233,153.879,488.777,1
264800,-43.258,153.871,488.784,1
265200,-43.283,153.863,488.791,1
265600,-43.308,153.855,488.798,1
266000,-43.333,153.848,488.805,1
266400,-43.358,153.84,488.812,1
266800,-43.383,153.832,488.819,1
267200,-43.408,153.824,488.826,1
267600,-43.433,153.816,488.833,1
268000,-43.458,153.808,488.84,1
268400,-43.483,153.801,488.847,1
268800,-43.509,153.793,488.855,1
269200,-43.534,153.785,488.862,1
269600,-43.559,153.777,488.869,1
270000,-43.584,153.769,488.876,1
270400,-43.609,153.761,488.883,1
270800,-43.634,153.754,488.89,1
271200,-43.659,153.746,488.897,1
271600,-43.684,153.738,488.904,1
272000,-43.709,153.73,488.911,1
272400,-43.734,153.722,488.918,1
272800,-43.759,153.714,488.925,1
273200,-43.784,153.706,488.932,1
273600,-43.809,153.698,488.939,1
274000,-43.835,153.69,488.946,1
274400,-43.86,153.683,488.953,1
274800,-43.885,153.675,488.96,1
275200,-43.91,153.667,488.967,1
275600,-43.935,153.659,488.974,1
276000,-43.96,153.651,488.981,1
276400,-43.985,153.643,488.988,1
276800,-44.01,153.635,488.995,1
277200,-44.035,153.627,489.002,1
277600,-44.06,153.619,489.009,1
278000,-44.085,153.611,489.016,1
278400,-44.11,153.603,489.023,1
278800,-44.135,153.595,489.03,1
279200,-44.16,153.587,489.037,1
279600,-44.185,153.579,489.044,1
280000,-44.21,153.571,489.051,1
280400,-44.236,153.563,489.058,1
280800,-44.261,153.555,489.065,1
281200,-44.286,153.547,489.072,1
281600,-44.311,153.539,489.079,1
282000,-44.336,153.531,489.086,1
282400,-44.361,153.523,489.093,1
282800,-44.386,153.515,489.1,1
283200,-44.411,153.507,489.107,1
283600,-44.436,153.499,489.114,1
284000,-44.461,153.491,489.121,1
284400,-44.486,153.483,489.128,1
284800,-44.511,153.475,489.135,1
285200,-44.536,153.467,489.142,1
285600,-44.561,153.459,489.149,1
286000,-44.586,153.451,489.156,1
286400,-44.611,153.443,489.163,1
286800,-44.636,153.435,489.17,1
287200,-44.662,153.427,489.177,1
287600,-44.687,153.419,489.184,1
288000,-44.712,153.41,489.19,1
288400,-44.737,153.402,489.197,1
288800,-44.762,153.394,489.204,1
289200,-44.787,153.386,489.211,1
289600,-44.812,153.378,489.218,1
290000,-44.837,153.37,489.225,1
290400,-44.862,153.362,489.232,1
290800,-44.887,153.354,489.239,1
291200,-44.912,153.346,489.246,1
291600,-44.937,153.337,489.253,1
292000,-44.962,153.329,489.26,1
292400,-44.987,153.321,489.267,1
292800,-45.012,153.313,489.274,1
293200,-45.037,153.305,489.281,1
293600,-45.062,153.297,489.288,1
294000,-45.087,153.288,489.295,1
294400,-45.112,153.28,489.302,1
294800,-45.137,153.272,489.309,1
295200,-45.163,153.264,489.316,1
295600,-45.188,153.256,489.323,1
296000,-45.213,153.247,489.33,1
296400,-45.238,153.239,489.337,1
296800,-45.263,153.231,489.344,1
297200,-45.288,153.223,489.351,1
297600,-45.313,153.215,489.358,1
298000,-45.338,153.206,489.365,1
298400,-45.363,153.198,489.371,1
298800,-45.388,153.19,489.378,1
299200,-45.413,153.182,489.385,1
299600,-45.438,153.173,489.392,1
300000,-45.463,153.165,489.399,1
300400,-45.488,153.157,489.406,1
300800,-45.513,153.149,489.413,1
301200,-45.538,153.14,489.42,1
301600,-45.563,153.132,489.427,1
302000,-45.588,153.124,489.434,1
302400,-45.613,153.115,489.441,1
302800,-45.638,153.107,489.448,1
303200,-45.663,153.099,489.455,1
303600,-45.688,153.09,489.462,1
304000,-45.713,153.082,489.469,1
304400,-45.738,153.074,489.475,1
304800,-45.763,153.065,489.482,1
305200,-45.788,153.057,489.489,1
305600,-45.813,153.049,489.496,1
306000,-45.839,153.04,489.503,1
306400,-45.864,153.032,489.51,1
306800,-45.889,153.024,489.517,1
307200,-45.914,153.015,489.524,1
307600,-45.939,153.007,489.531,1
308000,-45.964,152.999,489.538,1
308400,-45.989,152.99,489.545,1
308800,-46.014,152.982,489.552,1
309200,-46.039,152.973,489.558,1
309600,-46.064,152.965,489.565,1
310000,-46.089,152.957,489.572,1
