t_ms,lon,lat,alt
1711200,-18.071,-44.028,481.361
1711600,-18.079,-44.003,481.35
1712000,-18.087,-43.978,481.34
1712400,-18.095,-43.953,481.33
1712800,-18.103,-43.928,481.319
1713200,-18.111,-43.903,481.309
1713600,-18.119,-43.878,481.299
1714000,-18.126,-43.853,481.288
1714400,-18.134,-43.827,481.278
1714800,-18.142,-43.802,481.268
1715200,-18.15,-43.777,481.257
1715600,-18.158,-43.752,481.247
1716000,-18.166,-43.727,481.237
1716400,-18.174,-43.702,481.226
1716800,-18.182,-43.677,481.216
1717200,-18.19,-43.651,481.206
1717600,-18.198,-43.626,481.195
1718000,-18.205,-43.601,481.185
1718400,-18.213,-43.576,481.175
1718800,-18.221,-43.551,481.164
1719200,-18.229,-43.526,481.154
1719600,-18.237,-43.501,481.144
1720000,-18.245,-43.476,481.133
1720400,-18.253,-43.45,481.123
1720800,-18.26,-43.425,481.113
1721200,-18.268,-43.4,481.102
1721600,-18.276,-43.375,481.092
1722000,-18.284,-43.35,481.082
1722400,-18.292,-43.325,481.071
1722800,-18.3,-43.3,481.061
1723200,-18.307,-43.275,481.051
1723600,-18.315,-43.249,481.04
1724000,-18.323,-43.224,481.03
1724400,-18.331,-43.199,481.02
1724800,-18.339,-43.174,481.01
1725200,-18.346,-43.149,480.999
1725600,-18.354,-43.124,480.989
1726000,-18.362,-43.099,480.979
1726400,-18.37,-43.073,480.968
1726800,-18.377,-43.048,480.958
1727200,-18.385,-43.023,480.948
1727600,-18.393,-42.998,480.937
1728000,-18.401,-42.973,480.927
1728400,-18.408,-42.948,480.917
1728800,-18.416,-42.923,480.906
1729200,-18.424,-42.897,480.896
1729600,-18.432,-42.872,480.886
1730000,-18.439,-42.847,480.875
1730400,-18.447,-42.822,480.865
1730800,-18.455,-42.797,480.855
1731200,-18.463,-42.772,480.845
1731600,-18.47,-42.747,480.834
1732000,-18.478,-42.721,480.824
1732400,-18.486,-42.696,480.814
1732800,-18.493,-42.671,480.803
1733200,-18.501,-42.646,480.793
1733600,-18.509,-42.621,480.783
1734000,-18.516,-42.596,480.773
1734400,-18.524,-42.57,480.762
1734800,-18.532,-42.545,480.752
1735200,-18.539,-42.52,480.742
1735600,-18.547,-42.495,480.731
1736000,-18.555,-42.47,480.721
1736400,-18.562,-42.445,480.711
1736800,-18.57,-42.42,480.7
1737200,-18.578,-42.394,480.69
1737600,-18.585,-42.369,480.68
1738000,-18.593,-42.344,480.67
1738400,-18.601,-42.319,480.659
1738800,-18.608,-42.294,480.649
1739200,-18.616,-42.269,480.639
1739600,-18.623,-42.243,480.628
1740000,-18.631,-42.218,480.618
1740400,-18.639,-42.193,480.608
1740800,-18.646,-42.168,480.598
1741200,-18.654,-42.143,480.587
1741600,-18.661,-42.118,480.577
1742000,-18.669,-42.093,480.567
1742400,-18.676,-42.067,480.557
1742800,-18.684,-42.042,480.546
1743200,-18.692,-42.017,480.536
1743600,-18.699,-41.992,480.526
1744000,-18.707,-41.967,480.515
1744400,-18.714,-41.942,480.505
1744800,-18.722,-41.916,480.495
1745200,-18.729,-41.891,480.485
1745600,-18.737,-41.866,480.474
1746000,-18.744,-41.841,480.464
1746400,-18.752,-41.816,480.454
1746800,-18.76,-41.791,480.444
1747200,-18.767,-41.765,480.433
1747600,-18.775,-41.74,480.423
1748000,-18.782,-41.715,480.413
1748400,-18.79,-41.69,480.403
1748800,-18.797,-41.665,480.392
1749200,-18.805,-41.64,480.382
1749600,-18.812,-41.614,480.372
1750000,-18.82,-41.589,480.362
1750400,-18.827,-41.564,480.351
1750800,-18.835,-41.539,480.341
1751200,-18.842,-41.514,480.331
1751600,-18.849,-41.489,480.321
1752000,-18.857,-41.463,480.31
1752400,-18.864,-41.438,480.3
1752800,-18.872,-41.413,480.29
1753200,-18.879,-41.388,480.28
1753600,-18.887,-41.363,480.269
1754000,-18.894,-41.338,480.259
1754400,-18.902,-41.312,480.249
1754800,-18.909,-41.287,480.239
1755200,-18.917,-41.262,480.228
1755600,-18.924,-41.237,480.218
1756000,-18.931,-41.212,480.208
1756400,-18.939,-41.187,480.198
1756800,-18.946,-41.161,480.188
1757200,-18.954,-41.136,480.177
1757600,-18.961,-41.111,480.167
1758000,-18.968,-41.086,480.157
1758400,-18.976,-41.061,480.147
1758800,-18.983,-41.035,480.136
1759200,-18.991,-41.01,480.126
1759600,-18.998,-40.985,480.116
1760000,-19.005,-40.96,480.106
1760400,-19.013,-40.935,480.096
1760800,-19.02,-40.91,480.085
1761200,-19.028,-40.884,480.075
1761600,-19.035,-40.859,480.065
1762000,-19.042,-40.834,480.055
1762400,-19.05,-40.809,480.044
1762800,-19.057,-40.784,480.034
1763200,-19.064,-40.758,480.024
1763600,-19.072,-40.733,480.014
1764000,-19.079,-40.708,480.004
1764400,-19.086,-40.683,479.993
1764800,-19.094,-40.658,479.983
1765200,-19.101,-40.633,479.973
1765600,-19.108,-40.607,479.963
1766000,-19.116,-40.582,479.953
1766400,-19.123,-40.557,479.942
1766800,-19.13,-40.532,479.932
1767200,-19.138,-40.507,479.922
1767600,-19.145,-40.481,479.912
1768000,-19.152,-40.456,479.902
1768400,-19.159,-40.431,479.891
1768800,-19.167,-40.406,479.881
1769200,-19.174,-40.381,479.871
1769600,-19.181,-40.355,479.861
1770000,-19.189,-40.33,479.851
1770400,-19.196,-40.305,479.841
1770800,-19.203,-40.28,479.83
1771200,-19.21,-40.255,479.82
1771600,-19.218,-40.23,479.81
1772000,-19.225,-40.204,479.8
1772400,-19.232,-40.179,479.79
1772800,-19.239,-40.154,479.78
1773200,-19.247,-40.129,479.769
1773600,-19.254,-40.104,479.759
1774000,-19.261,-40.078,479.749
1774400,-19.268,-40.053,479.739
1774800,-19.275,-40.028,479.729
1775200,-19.283,-40.003,479.719
1775600,-19.29,-39.978,479.708
1776000,-19.297,-39.952,479.698
1776400,-19.304,-39.927,479.688
1776800,-19.312,-39.902,479.678
1777200,-19.319,-39.877,479.668
1777600,-19.326,-39.852,479.658
1778000,-19.333,-39.826,479.647
1778400,-19.34,-39.801,479.637
1778800,-19.347,-39.776,479.627
1779200,-19.355,-39.751,479.617
1779600,-19.362,-39.726,479.607
1780000,-19.369,-39.7,479.597
1780400,-19.376,-39.675,479.587
1780800,-19.383,-39.65,479.576
1781200,-19.391,-39.625,479.566
1781600,-19.398,-39.6,479.556
1782000,-19.405,-39.574,479.546
1782400,-19.412,-39.549,479.536
1782800,-19.419,-39.524,479.526
1783200,-19.426,-39.499,479.516
1783600,-19.433,-39.474,479.506
1784000,-19.441,-39.448,479.495
1784400,-19.448,-39.423,479.485
1784800,-19.455,-39.398,479.475
1785200,-19.462,-39.373,479.465
1785600,-19.469,-39.348,479.455
1786000,-19.476,-39.322,479.445
1786400,-19.483,-39.297,479.435
1786800,-19.49,-39.272,479.425
1787200,-19.497,-39.247,479.415
1787600,-19.505,-39.222,479.404
1788000,-19.512,-39.196,479.394
1788400,-19.519,-39.171,479.384
1788800,-19.526,-39.146,479.374
1789200,-19.533,-39.121,479.364
1789600,-19.54,-39.095,479.354
1790000,-19.547,-39.07,479.344
1790400,-19.554,-39.045,479.334
1790800,-19.561,-39.02,479.324
1791200,-19.568,-38.995,479.314
1791600,-19.575,-38.969,479.303
1792000,-19.582,-38.944,479.293
1792400,-19.589,-38.919,479.283
1792800,-19.596,-38.894,479.273
1793200,-19.604,-38.869,479.263
1793600,-19.611,-38.843,479.253
1794000,-19.618,-38.818,479.243
1794400,-19.625,-38.793,479.233
1794800,-19.632,-38.768,479.223
1795200,-19.639,-38.742,479.213
1795600,-19.646,-38.717,479.203
1796000,-19.653,-38.692,479.193
1796400,-19.66,-38.667,479.183
1796800,-19.667,-38.642,479.173
1797200,-19.674,-38.616,479.162
1797600,-19.681,-38.591,479.152
1798000,-19.688,-38.566,479.142
1798400,-19.695,-38.541,479.132
1798800,-19.702,-38.516,479.122
1799200,-19.709,-38.49,479.112
1799600,-19.716,-38.465,479.102
1800000,-19.723,-38.44,479.092
1800400,-19.73,-38.415,479.082
1800800,-19.737,-38.389,479.072
1801200,-19.744,-38.364,479.062
1801600,-19.751,-38.339,479.052
1802000,-19.758,-38.314,479.042
1802400,-19.764,-38.289,479.032
1802800,-19.771,-38.263,479.022
1803200,-19.778,-38.238,479.012
1803600,-19.785,-38.213,479.002
1804000,-19.792,-38.188,478.992
1804400,-19.799,-38.162,478.982
1804800,-19.806,-38.137,478.972
1805200,-19.813,-38.112,478.962
1805600,-19.82,-38.087,478.952
1806000,-19.827,-38.061,478.942
1806400,-19.834,-38.036,478.932
1806800,-19.841,-38.011,478.922
1807200,-19.848,-37.986,478.912
1807600,-19.855,-37.961,478.902
1808000,-19.862,-37.935,478.892
1808400,-19.868,-37.91,478.882
1808800,-19.875,-37.885,478.872
1809200,-19.882,-37.86,478.862
1809600,-19.889,-37.834,478.852
1810000,-19.896,-37.809,478.842
1810400,-19.903,-37.784,478.832
1810800,-19.91,-37.759,478.822
1811200,-19.917,-37.734,478.812
1811600,-19.924,-37.708,478.802
1812000,-19.93,-37.683,478.792
1812400,-19.937,-37.658,478.782
1812800,-19.944,-37.633,478.772
1813200,-19.951,-37.607,478.762
1813600,-19.958,-37.582,478.752
1814000,-19.965,-37.557,478.742
1814400,-19.972,-37.532,478.732
1814800,-19.978,-37.506,478.722
1815200,-19.985,-37.481,478.712
1815600,-19.992,-37.456,478.702
1816000,-19.999,-37.431,478.692
1816400,-20.006,-37.405,478.682
1816800,-20.013,-37.38,478.672
1817200,-20.019,-37.355,478.662
1817600,-20.026,-37.33,478.652
1818000,-20.033,-37.305,478.642
1818400,-20.04,-37.279,478.632
1818800,-20.047,-37.254,478.622
1819200,-20.054,-37.229,478.612
1819600,-20.06,-37.204,478.603
1820000,-20.067,-37.178,478.593
1820400,-20.074,-37.153,478.583
1820800,-20.081,-37.128,478.573
1821200,-20.088,-37.103,478.563
1821600,-20.094,-37.077,478.553
1822000,-20.101,-37.052,478.543
1822400,-20.108,-37.027,478.533
1822800,-20.115,-37.002,478.523
1823200,-20.121,-36.976,478.513
1823600,-20.128,-36.951,478.503
1824000,-20.135,-36.926,478.493
1824400,-20.142,-36.901,478.484
1824800,-20.149,-36.875,478.474
1825200,-20.155,-36.85,478.464
1825600,-20.162,-36.825,478.454
1826000,-20.169,-36.8,478.444
1826400,-20.176,-36.774,478.434
1826800,-20.182,-36.749,478.424
1827200,-20.189,-36.724,478.414
1827600,-20.196,-36.699,478.404
1828000,-20.203,-36.673,478.394
1828400,-20.209,-36.648,478.385
1828800,-20.216,-36.623,478.375
1829200,-20.223,-36.598,478.365
1829600,-20.229,-36.572,478.355
1830000,-20.236,-36.547,478.345
1830400,-20.243,-36.522,478.335
1830800,-20.25,-36.497,478.325
1831200,-20.256,-36.471,478.315
1831600,-20.263,-36.446,478.306
1832000,-20.27,-36.421,478.296
1832400,-20.276,-36.396,478.286
1832800,-20.283,-36.37,478.276
1833200,-20.29,-36.345,478.266
1833600,-20.296,-36.32,478.256
1834000,-20.303,-36.295,478.246
1834400,-20.31,-36.269,478.237
1834800,-20.317,-36.244,478.227
1835200,-20.323,-36.219,478.217
1835600,-20.33,-36.194,478.207
1836000,-20.337,-36.168,478.197
1836400,-20.343,-36.143,478.187
1836800,-20.35,-36.118,478.178
1837200,-20.357,-36.093,478.168
1837600,-20.363,-36.067,478.158
1838000,-20.37,-36.042,478.148
1838400,-20.377,-36.017,478.138
1838800,-20.383,-35.992,478.129
1839200,-20.39,-35.966,478.119
1839600,-20.396,-35.941,478.109
1840000,-20.403,-35.916,478.099
1840400,-20.41,-35.891,478.089
1840800,-20.416,-35.865,478.08
1841200,-20.423,-35.84,478.07
1841600,-20.43,-35.815,478.06
1842000,-20.436,-35.79,478.05
1842400,-20.443,-35.764,478.04
1842800,-20.449,-35.739,478.031
1843200,-20.456,-35.714,478.021
1843600,-20.463,-35.688,478.011
1844000,-20.469,-35.663,478.001
1844400,-20.476,-35.638,477.991
1844800,-20.483,-35.613,477.982
1845200,-20.489,-35.587,477.972
1845600,-20.496,-35.562,477.962
1846000,-20.502,-35.537,477.952
1846400,-20.509,-35.512,477.943
1846800,-20.515,-35.486,477.933
1847200,-20.522,-35.461,477.923
1847600,-20.529,-35.436,477.913
1848000,-20.535,-35.411,477.904
1848400,-20.542,-35.385,477.894
1848800,-20.548,-35.36,477.884
1849200,-20.555,-35.335,477.874
1849600,-20.562,-35.309,477.865
1850000,-20.568,-35.284,477.855
1850400,-20.575,-35.259,477.845
1850800,-20.581,-35.234,477.835
1851200,-20.588,-35.208,477.826
1851600,-20.594,-35.183,477.816
1852000,-20.601,-35.158,477.806
1852400,-20.607,-35.133,477.797
1852800,-20.614,-35.107,477.787
1853200,-20.62,-35.082,477.777
1853600,-20.627,-35.057,477.767
1854000,-20.634,-35.032,477.758
1854400,-20.64,-35.006,477.748
1854800,-20.647,-34.981,477.738
1855200,-20.653,-34.956,477.729
1855600,-20.66,-34.93,477.719
1856000,-20.666,-34.905,477.709
1856400,-20.673,-34.88,477.7
1856800,-20.679,-34.855,477.69
1857200,-20.686,-34.829,477.68
1857600,-20.692,-34.804,477.67
1858000,-20.699,-34.779,477.661
1858400,-20.705,-34.754,477.651
1858800,-20.712,-34.728,477.641
1859200,-20.718,-34.703,477.632
1859600,-20.725,-34.678,477.622
1860000,-20.731,-34.652,477.612
1860400,-20.738,-34.627,477.603
1860800,-20.744,-34.602,477.593
1861200,-20.751,-34.577,477.583
1861600,-20.757,-34.551,477.574
1862000,-20.764,-34.526,477.564
1862400,-20.77,-34.501,477.555
1862800,-20.777,-34.475,477.545
1863200,-20.783,-34.45,477.535
1863600,-20.789,-34.425,477.526
1864000,-20.796,-34.4,477.516
1864400,-20.802,-34.374,477.506
1864800,-20.809,-34.349,477.497
1865200,-20.815,-34.324,477.487
1865600,-20.822,-34.299,477.478
1866000,-20.828,-34.273,477.468
1866400,-20.835,-34.248,477.458
1866800,-20.841,-34.223,477.449
1867200,-20.847,-34.197,477.439
1867600,-20.854,-34.172,477.429
1868000,-20.86,-34.147,477.42
1868400,-20.867,-34.122,477.41
1868800,-20.873,-34.096,477.401
1869200,-20.88,-34.071,477.391
1869600,-20.886,-34.046,477.382
1870000,-20.892,-34.02,477.372
1870400,-20.899,-33.995,477.362
1870800,-20.905,-33.97,477.353
1871200,-20.912,-33.945,477.343
1871600,-20.918,-33.919,477.334
1872000,-20.925,-33.894,477.324
1872400,-20.931,-33.869,477.314
1872800,-20.937,-33.843,477.305
1873200,-20.944,-33.818,477.295
1873600,-20.95,-33.793,477.286
1874000,-20.956,-33.768,477.276
1874400,-20.963,-33.742,477.267
1874800,-20.969,-33.717,477.257
1875200,-20.976,-33.692,477.248
1875600,-20.982,-33.666,477.238
1876000,-20.988,-33.641,477.229
1876400,-20.995,-33.616,477.219
1876800,-21.001,-33.591,477.209
1877200,-21.007,-33.565,477.2
1877600,-21.014,-33.54,477.19
1878000,-21.02,-33.515,477.181
1878400,-21.027,-33.489,477.171
1878800,-21.033,-33.464,477.162
1879200,-21.039,-33.439,477.152
1879600,-21.046,-33.413,477.143
1880000,-21.052,-33.388,477.133
1880400,-21.058,-33.363,477.124
1880800,-21.065,-33.338,477.114
1881200,-21.071,-33.312,477.105
1881600,-21.077,-33.287,477.095
1882000,-21.084,-33.262,477.086
1882400,-21.09,-33.236,477.076
1882800,-21.096,-33.211,477.067
1883200,-21.103,-33.186,477.058
1883600,-21.109,-33.161,477.048
1884000,-21.115,-33.135,477.039
1884400,-21.122,-33.11,477.029
1884800,-21.128,-33.085,477.02
1885200,-21.134,-33.059,477.01
1885600,-21.141,-33.034,477.001
1886000,-21.147,-33.009,476.991
1886400,-21.153,-32.983,476.982
1886800,-21.159,-32.958,476.972
1887200,-21.166,-32.933,476.963
1887600,-21.172,-32.908,476.954
1888000,-21.178,-32.882,476.944
1888400,-21.185,-32.857,476.935
1888800,-21.191,-32.832,476.925
1889200,-21.197,-32.806,476.916
1889600,-21.204,-32.781,476.906
1890000,-21.21,-32.756,476.897
1890400,-21.216,-32.73,476.888
1890800,-21.222,-32.705,476.878
1891200,-21.229,-32.68,476.869
1891600,-21.235,-32.655,476.859
1892000,-21.241,-32.629,476.85
1892400,-21.247,-32.604,476.841
1892800,-21.254,-32.579,476.831
1893200,-21.26,-32.553,476.822
1893600,-21.266,-32.528,476.812
1894000,-21.273,-32.503,476.803
1894400,-21.279,-32.477,476.794
1894800,-21.285,-32.452,476.784
1895200,-21.291,-32.427,476.775
1895600,-21.298,-32.402,476.766
1896000,-21.304,-32.376,476.756
1896400,-21.31,-32.351,476.747
1896800,-21.316,-32.326,476.737
1897200,-21.322,-32.3,476.728
1897600,-21.329,-32.275,476.719
1898000,-21.335,-32.25,476.709
1898400,-21.341,-32.224,476.7
1898800,-21.347,-32.199,476.691
1899200,-21.354,-32.174,476.681
1899600,-21.36,-32.148,476.672
1900000,-21.366,-32.123,476.663
1900400,-21.372,-32.098,476.653
1900800,-21.378,-32.073,476.644
1901200,-21.385,-32.047,476.635
1901600,-21.391,-32.022,476.625
1902000,-21.397,-31.997,476.616
1902400,-21.403,-31.971,476.607
1902800,-21.41,-31.946,476.598
1903200,-21.416,-31.921,476.588
1903600,-21.422,-31.895,476.579
1904000,-21.428,-31.87,476.57
1904400,-21.434,-31.845,476.56
1904800,-21.44,-31.819,476.551
1905200,-21.447,-31.794,476.542
1905600,-21.453,-31.769,476.533
1906000,-21.459,-31.743,476.523
1906400,-21.465,-31.718,476.514
1906800,-21.471,-31.693,476.505
1907200,-21.478,-31.668,476.496
1907600,-21.484,-31.642,476.486
1908000,-21.49,-31.617,476.477
1908400,-21.496,-31.592,476.468
1908800,-21.502,-31.566,476.459
1909200,-21.508,-31.541,476.449
1909600,-21.515,-31.516,476.44
1910000,-21.521,-31.49,476.431
1910400,-21.527,-31.465,476.422
1910800,-21.533,-31.44,476.412
1911200,-21.539,-31.414,476.403
1911600,-21.545,-31.389,476.394
1912000,-21.551,-31.364,476.385
1912400,-21.558,-31.338,476.376
1912800,-21.564,-31.313,476.366
1913200,-21.57,-31.288,476.357
1913600,-21.576,-31.262,476.348
1914000,-21.582,-31.237,476.339
1914400,-21.588,-31.212,476.33
1914800,-21.594,-31.187,476.32
1915200,-21.601,-31.161,476.311
1915600,-21.607,-31.136,476.302
1916000,-21.613,-31.111,476.293
1916400,-21.619,-31.085,476.284
1916800,-21.625,-31.06,476.274
1917200,-21.631,-31.035,476.265
1917600,-21.637,-31.009,476.256
1918000,-21.643,-30.984,476.247
1918400,-21.649,-30.959,476.238
1918800,-21.656,-30.933,476.229
1919200,-21.662,-30.908,476.22
1919600,-21.668,-30.883,476.21
1920000,-21.674,-30.857,476.201
1920400,-21.68,-30.832,476.192
1920800,-21.686,-30.807,476.183
1921200,-21.692,-30.781,476.174
1921600,-21.698,-30.756,476.165
1922000,-21.704,-30.731,476.156
1922400,-21.71,-30.705,476.147
1922800,-21.716,-30.68,476.137
1923200,-21.723,-30.655,476.128
1923600,-21.729,-30.629,476.119
1924000,-21.735,-30.604,476.11
1924400,-21.741,-30.579,476.101
1924800,-21.747,-30.553,476.092
1925200,-21.753,-30.528,476.083
1925600,-21.759,-30.503,476.074
1926000,-21.765,-30.477,476.065
1926400,-21.771,-30.452,476.056
1926800,-21.777,-30.427,476.047
1927200,-21.783,-30.401,476.038
1927600,-21.789,-30.376,476.029
1928000,-21.795,-30.351,476.019
1928400,-21.801,-30.325,476.01
1928800,-21.807,-30.3,476.001
1929200,-21.813,-30.275,475.992
1929600,-21.82,-30.249,475.983
1930000,-21.826,-30.224,475.974
1930400,-21.832,-30.199,475.965
1930800,-21.838,-30.173,475.956
1931200,-21.844,-30.148,475.947
1931600,-21.85,-30.123,475.938
1932000,-21.856,-30.097,475.929
1932400,-21.862,-30.072,475.92
1932800,-21.868,-30.047,475.911
1933200,-21.874,-30.021,475.902
1933600,-21.88,-29.996,475.893
1934000,-21.886,-29.971,475.884
1934400,-21.892,-29.945,475.875
1934800,-21.898,-29.92,475.866
1935200,-21.904,-29.895,475.857
1935600,-21.91,-29.869,475.848
1936000,-21.916,-29.844,475.839
1936400,-21.922,-29.819,475.83
1936800,-21.928,-29.793,475.821
1937200,-21.934,-29.768,475.812
1937600,-21.94,-29.743,475.803
1938000,-21.946,-29.717,475.795
1938400,-21.952,-29.692,475.786
1938800,-21.958,-29.667,475.777
1939200,-21.964,-29.641,475.768
1939600,-21.97,-29.616,475.759
1940000,-21.976,-29.591,475.75
1940400,-21.982,-29.565,475.741
1940800,-21.988,-29.54,475.732
1941200,-21.994,-29.515,475.723
1941600,-22.0,-29.489,475.714
1942000,-22.006,-29.464,475.705
1942400,-22.012,-29.439,475.696
1942800,-22.018,-29.413,475.687
1943200,-22.024,-29.388,475.679
1943600,-22.03,-29.363,475.67
1944000,-22.036,-29.337,475.661
1944400,-22.042,-29.312,475.652
1944800,-22.048,-29.287,475.643
1945200,-22.054,-29.261,475.634
1945600,-22.059,-29.236,475.625
1946000,-22.065,-29.211,475.616
1946400,-22.071,-29.185,475.608
1946800,-22.077,-29.16,475.599
1947200,-22.083,-29.135,475.59
1947600,-22.089,-29.109,475.581
1948000,-22.095,-29.084,475.572
1948400,-22.101,-29.059,475.563
1948800,-22.107,-29.033,475.555
1949200,-22.113,-29.008,475.546
1949600,-22.119,-28.983,475.537
1950000,-22.125,-28.957,475.528
1950400,-22.131,-28.932,475.519
1950800,-22.137,-28.907,475.51
1951200,-22.143,-28.881,475.502
1951600,-22.149,-28.856,475.493
1952000,-22.154,-28.83,475.484
1952400,-22.16,-28.805,475.475
1952800,-22.166,-28.78,475.466
1953200,-22.172,-28.754,475.458
1953600,-22.178,-28.729,475.449
1954000,-22.184,-28.704,475.44
1954400,-22.19,-28.678,475.431
1954800,-22.196,-28.653,475.423
1955200,-22.202,-28.628,475.414
1955600,-22.208,-28.602,475.405
1956000,-22.214,-28.577,475.396
1956400,-22.22,-28.552,475.388
1956800,-22.225,-28.526,475.379
1957200,-22.231,-28.501,475.37
1957600,-22.237,-28.476,475.361
1958000,-22.243,-28.45,475.353
1958400,-22.249,-28.425,475.344
1958800,-22.255,-28.4,475.335
1959200,-22.261,-28.374,475.326
1959600,-22.267,-28.349,475.318
1960000,-22.273,-28.323,475.309
1960400,-22.278,-28.298,475.3
1960800,-22.284,-28.273,475.292
1961200,-22.29,-28.247,475.283
1961600,-22.296,-28.222,475.274
1962000,-22.302,-28.197,475.266
1962400,-22.308,-28.171,475.257
1962800,-22.314,-28.146,475.248
1963200,-22.32,-28.121,475.24
1963600,-22.325,-28.095,475.231
1964000,-22.331,-28.07,475.222
1964400,-22.337,-28.045,475.214
1964800,-22.343,-28.019,475.205
1965200,-22.349,-27.994,475.196
1965600,-22.355,-27.969,475.188
1966000,-22.361,-27.943,475.179
1966400,-22.366,-27.918,475.17
1966800,-22.372,-27.892,475.162
1967200,-22.378,-27.867,475.153
1967600,-22.384,-27.842,475.145
1968000,-22.39,-27.816,475.136
1968400,-22.396,-27.791,475.127
1968800,-22.401,-27.766,475.119
1969200,-22.407,-27.74,475.11
1969600,-22.413,-27.715,475.102
1970000,-22.419,-27.69,475.093
1970400,-22.425,-27.664,475.084
1970800,-22.431,-27.639,475.076
1971200,-22.436,-27.614,475.067
1971600,-22.442,-27.588,475.059
1972000,-22.448,-27.563,475.05
1972400,-22.454,-27.537,475.042
1972800,-22.46,-27.512,475.033
1973200,-22.466,-27.487,475.024
1973600,-22.471,-27.461,475.016
1974000,-22.477,-27.436,475.007
1974400,-22.483,-27.411,474.999
1974800,-22.489,-27.385,474.99
1975200,-22.495,-27.36,474.982
1975600,-22.5,-27.335,474.973
1976000,-22.506,-27.309,474.965
1976400,-22.512,-27.284,474.956
1976800,-22.518,-27.258,474.948
1977200,-22.524,-27.233,474.939
1977600,-22.529,-27.208,474.931
1978000,-22.535,-27.182,474.922
1978400,-22.541,-27.157,474.914
1978800,-22.547,-27.132,474.905
1979200,-22.553,-27.106,474.897
1979600,-22.558,-27.081,474.888
1980000,-22.564,-27.056,474.88
1980400,-22.57,-27.03,474.871
1980800,-22.576,-27.005,474.863
1981200,-22.582,-26.979,474.854
1981600,-22.587,-26.954,474.846
1982000,-22.593,-26.929,474.837
1982400,-22.599,-26.903,474.829
1982800,-22.605,-26.878,474.821
1983200,-22.61,-26.853,474.812
1983600,-22.616,-26.827,474.804
1984000,-22.622,-26.802,474.795
1984400,-22.628,-26.777,474.787
1984800,-22.634,-26.751,474.779
1985200,-22.639,-26.726,474.77
1985600,-22.645,-26.7,474.762
1986000,-22.651,-26.675,474.753
1986400,-22.657,-26.65,474.745
1986800,-22.662,-26.624,474.737
1987200,-22.668,-26.599,474.728
1987600,-22.674,-26.574,474.72
1988000,-22.68,-26.548,474.711
1988400,-22.685,-26.523,474.703
1988800,-22.691,-26.497,474.695
1989200,-22.697,-26.472,474.686
1989600,-22.703,-26.447,474.678
1990000,-22.708,-26.421,474.67
1990400,-22.714,-26.396,474.661
1990800,-22.72,-26.371,474.653
1991200,-22.726,-26.345,474.645
1991600,-22.731,-26.32,474.636
1992000,-22.737,-26.295,474.628
1992400,-22.743,-26.269,474.62
1992800,-22.748,-26.244,474.611
1993200,-22.754,-26.218,474.603
1993600,-22.76,-26.193,474.595
1994000,-22.766,-26.168,474.586
1994400,-22.771,-26.142,474.578
1994800,-22.777,-26.117,474.57
1995200,-22.783,-26.092,474.562
1995600,-22.789,-26.066,474.553
1996000,-22.794,-26.041,474.545
1996400,-22.8,-26.015,474.537
1996800,-22.806,-25.99,474.529
1997200,-22.811,-25.965,474.52
1997600,-22.817,-25.939,474.512
1998000,-22.823,-25.914,474.504
1998400,-22.828,-25.889,474.496
1998800,-22.834,-25.863,474.487
1999200,-22.84,-25.838,474.479
1999600,-22.846,-25.812,474.471
2000000,-22.851,-25.787,474.463
2000400,-22.857,-25.762,474.454
2000800,-22.863,-25.736,474.446
2001200,-22.868,-25.711,474.438
2001600,-22.874,-25.686,474.43
2002000,-22.88,-25.66,474.422
2002400,-22.885,-25.635,474.413
2002800,-22.891,-25.609,474.405
2003200,-22.897,-25.584,474.397
2003600,-22.903,-25.559,474.389
2004000,-22.908,-25.533,474.381
2004400,-22.914,-25.508,474.373
2004800,-22.92,-25.482,474.364
2005200,-22.925,-25.457,474.356
2005600,-22.931,-25.432,474.348
2006000,-22.937,-25.406,474.34
2006400,-22.942,-25.381,474.332
2006800,-22.948,-25.356,474.324
2007200,-22.954,-25.33,474.316
2007600,-22.959,-25.305,474.307
2008000,-22.965,-25.279,474.299
2008400,-22.971,-25.254,474.291
2008800,-22.976,-25.229,474.283
2009200,-22.982,-25.203,474.275
2009600,-22.988,-25.178,474.267
2010000,-22.993,-25.153,474.259
2010400,-22.999,-25.127,474.251
2010800,-23.005,-25.102,474.243
2011200,-23.01,-25.076,474.235
2011600,-23.016,-25.051,474.226
2012000,-23.021,-25.026,474.218
2012400,-23.027,-25.0,474.21
2012800,-23.033,-24.975,474.202
2013200,-23.038,-24.949,474.194
2013600,-23.044,-24.924,474.186
2014000,-23.05,-24.899,474.178
2014400,-23.055,-24.873,474.17
2014800,-23.061,-24.848,474.162
2015200,-23.067,-24.823,474.154
2015600,-23.072,-24.797,474.146
2016000,-23.078,-24.772,474.138
2016400,-23.084,-24.746,474.13
2016800,-23.089,-24.721,474.122
2017200,-23.095,-24.696,474.114
2017600,-23.1,-24.67,474.106
2018000,-23.106,-24.645,474.098
2018400,-23.112,-24.619,474.09
2018800,-23.117,-24.594,474.082
2019200,-23.123,-24.569,474.074
2019600,-23.129,-24.543,474.066
2020000,-23.134,-24.518,474.058
2020400,-23.14,-24.492,474.05
2020800,-23.145,-24.467,474.042
2021200,-23.151,-24.442,474.034
2021600,-23.157,-24.416,474.027
