t_ms,lon,lat,alt
13081600,-66.6,-39.046,479.314
13082000,-66.607,-39.021,479.304
13082400,-66.614,-38.996,479.294
13082800,-66.621,-38.97,479.284
13083200,-66.628,-38.945,479.274
13083600,-66.635,-38.92,479.264
13084000,-66.642,-38.895,479.254
13084400,-66.649,-38.87,479.244
13084800,-66.656,-38.844,479.234
13085200,-66.663,-38.819,479.224
13085600,-66.67,-38.794,479.214
13086000,-66.677,-38.769,479.204
13086400,-66.684,-38.744,479.193
13086800,-66.691,-38.718,479.183
13087200,-66.698,-38.693,479.173
13087600,-66.705,-38.668,479.163
13088000,-66.712,-38.643,479.153
13088400,-66.719,-38.617,479.143
13088800,-66.726,-38.592,479.133
13089200,-66.733,-38.567,479.123
13089600,-66.74,-38.542,479.113
13090000,-66.747,-38.517,479.103
13090400,-66.754,-38.491,479.093
13090800,-66.761,-38.466,479.083
13091200,-66.768,-38.441,479.073
13091600,-66.775,-38.416,479.063
13092000,-66.782,-38.39,479.053
13092400,-66.789,-38.365,479.043
13092800,-66.796,-38.34,479.033
13093200,-66.803,-38.315,479.023
13093600,-66.81,-38.29,479.013
13094000,-66.817,-38.264,479.003
13094400,-66.824,-38.239,478.993
13094800,-66.831,-38.214,478.983
13095200,-66.838,-38.189,478.973
13095600,-66.845,-38.163,478.963
13096000,-66.852,-38.138,478.953
13096400,-66.859,-38.113,478.943
13096800,-66.866,-38.088,478.933
13097200,-66.872,-38.063,478.923
13097600,-66.879,-38.037,478.913
13098000,-66.886,-38.012,478.903
13098400,-66.893,-37.987,478.893
13098800,-66.9,-37.962,478.883
13099200,-66.907,-37.936,478.873
13099600,-66.914,-37.911,478.863
13100000,-66.921,-37.886,478.853
13100400,-66.928,-37.861,478.843
13100800,-66.935,-37.835,478.833
13101200,-66.941,-37.81,478.823
13101600,-66.948,-37.785,478.813
13102000,-66.955,-37.76,478.803
13102400,-66.962,-37.735,478.793
13102800,-66.969,-37.709,478.783
13103200,-66.976,-37.684,478.774
13103600,-66.983,-37.659,478.764
13104000,-66.99,-37.634,478.754
13104400,-66.996,-37.608,478.744
13104800,-67.003,-37.583,478.734
13105200,-67.01,-37.558,478.724
13105600,-67.017,-37.533,478.714
13106000,-67.024,-37.507,478.704
13106400,-67.031,-37.482,478.694
13106800,-67.038,-37.457,478.684
13107200,-67.044,-37.432,478.674
13107600,-67.051,-37.407,478.664
13108000,-67.058,-37.381,478.654
13108400,-67.065,-37.356,478.644
13108800,-67.072,-37.331,478.634
13109200,-67.079,-37.306,478.625
13109600,-67.085,-37.28,478.615
13110000,-67.092,-37.255,478.605
13110400,-67.099,-37.23,478.595
13110800,-67.106,-37.205,478.585
13111200,-67.113,-37.179,478.575
13111600,-67.119,-37.154,478.565
13112000,-67.126,-37.129,478.555
13112400,-67.133,-37.104,478.545
13112800,-67.14,-37.078,478.535
13113200,-67.147,-37.053,478.525
13113600,-67.153,-37.028,478.516
13114000,-67.16,-37.003,478.506
13114400,-67.167,-36.977,478.496
13114800,-67.174,-36.952,478.486
13115200,-67.18,-36.927,478.476
13115600,-67.187,-36.902,478.466
13116000,-67.194,-36.876,478.456
13116400,-67.201,-36.851,478.446
13116800,-67.208,-36.826,478.436
13117200,-67.214,-36.801,478.427
13117600,-67.221,-36.775,478.417
13118000,-67.228,-36.75,478.407
13118400,-67.235,-36.725,478.397
13118800,-67.241,-36.7,478.387
13119200,-67.248,-36.674,478.377
13119600,-67.255,-36.649,478.367
13120000,-67.261,-36.624,478.358
13120400,-67.268,-36.599,478.348
13120800,-67.275,-36.573,478.338
13121200,-67.282,-36.548,478.328
13121600,-67.288,-36.523,478.318
13122000,-67.295,-36.498,478.308
13122400,-67.302,-36.472,478.299
13122800,-67.308,-36.447,478.289
13123200,-67.315,-36.422,478.279
13123600,-67.322,-36.397,478.269
13124000,-67.329,-36.371,478.259
13124400,-67.335,-36.346,478.249
13124800,-67.342,-36.321,478.24
13125200,-67.349,-36.296,478.23
13125600,-67.355,-36.27,478.22
13126000,-67.362,-36.245,478.21
13126400,-67.369,-36.22,478.2
13126800,-67.375,-36.195,478.19
13127200,-67.382,-36.169,478.181
13127600,-67.389,-36.144,478.171
13128000,-67.395,-36.119,478.161
13128400,-67.402,-36.094,478.151
13128800,-67.409,-36.068,478.141
13129200,-67.415,-36.043,478.132
13129600,-67.422,-36.018,478.122
13130000,-67.429,-35.993,478.112
13130400,-67.435,-35.967,478.102
13130800,-67.442,-35.942,478.093
13131200,-67.449,-35.917,478.083
13131600,-67.455,-35.892,478.073
13132000,-67.462,-35.866,478.063
13132400,-67.468,-35.841,478.053
13132800,-67.475,-35.816,478.044
13133200,-67.482,-35.791,478.034
13133600,-67.488,-35.765,478.024
13134000,-67.495,-35.74,478.014
13134400,-67.502,-35.715,478.005
13134800,-67.508,-35.69,477.995
13135200,-67.515,-35.664,477.985
13135600,-67.521,-35.639,477.975
13136000,-67.528,-35.614,477.966
13136400,-67.535,-35.588,477.956
13136800,-67.541,-35.563,477.946
13137200,-67.548,-35.538,477.936
13137600,-67.554,-35.513,477.927
13138000,-67.561,-35.487,477.917
13138400,-67.568,-35.462,477.907
13138800,-67.574,-35.437,477.897
13139200,-67.581,-35.412,477.888
13139600,-67.587,-35.386,477.878
13140000,-67.594,-35.361,477.868
13140400,-67.6,-35.336,477.859
13140800,-67.607,-35.311,477.849
13141200,-67.614,-35.285,477.839
13141600,-67.62,-35.26,477.829
13142000,-67.627,-35.235,477.82
13142400,-67.633,-35.209,477.81
13142800,-67.64,-35.184,477.8
13143200,-67.646,-35.159,477.791
13143600,-67.653,-35.134,477.781
13144000,-67.659,-35.108,477.771
13144400,-67.666,-35.083,477.762
13144800,-67.673,-35.058,477.752
13145200,-67.679,-35.033,477.742
13145600,-67.686,-35.007,477.733
13146000,-67.692,-34.982,477.723
13146400,-67.699,-34.957,477.713
13146800,-67.705,-34.932,477.704
13147200,-67.712,-34.906,477.694
13147600,-67.718,-34.881,477.684
13148000,-67.725,-34.856,477.675
13148400,-67.731,-34.83,477.665
13148800,-67.738,-34.805,477.655
13149200,-67.744,-34.78,477.646
13149600,-67.751,-34.755,477.636
13150000,-67.757,-34.729,477.626
13150400,-67.764,-34.704,477.617
13150800,-67.77,-34.679,477.607
13151200,-67.777,-34.653,477.597
13151600,-67.783,-34.628,477.588
13152000,-67.79,-34.603,477.578
13152400,-67.796,-34.578,477.568
13152800,-67.803,-34.552,477.559
13153200,-67.809,-34.527,477.549
13153600,-67.816,-34.502,477.54
13154000,-67.822,-34.477,477.53
13154400,-67.828,-34.451,477.52
13154800,-67.835,-34.426,477.511
13155200,-67.841,-34.401,477.501
13155600,-67.848,-34.375,477.492
13156000,-67.854,-34.35,477.482
13156400,-67.861,-34.325,477.472
13156800,-67.867,-34.3,477.463
13157200,-67.874,-34.274,477.453
13157600,-67.88,-34.249,477.444
13158000,-67.887,-34.224,477.434
13158400,-67.893,-34.198,477.424
13158800,-67.899,-34.173,477.415
13159200,-67.906,-34.148,477.405
13159600,-67.912,-34.123,477.396
13160000,-67.919,-34.097,477.386
13160400,-67.925,-34.072,477.377
13160800,-67.932,-34.047,477.367
13161200,-67.938,-34.021,477.357
13161600,-67.944,-33.996,477.348
13162000,-67.951,-33.971,477.338
13162400,-67.957,-33.946,477.329
13162800,-67.964,-33.92,477.319
13163200,-67.97,-33.895,477.31
13163600,-67.976,-33.87,477.3
13164000,-67.983,-33.844,477.291
13164400,-67.989,-33.819,477.281
13164800,-67.996,-33.794,477.272
13165200,-68.002,-33.769,477.262
13165600,-68.008,-33.743,477.253
13166000,-68.015,-33.718,477.243
13166400,-68.021,-33.693,477.234
13166800,-68.028,-33.667,477.224
13167200,-68.034,-33.642,477.215
13167600,-68.04,-33.617,477.205
13168000,-68.047,-33.592,477.196
13168400,-68.053,-33.566,477.186
13168800,-68.059,-33.541,477.177
13169200,-68.066,-33.516,477.167
13169600,-68.072,-33.49,477.158
13170000,-68.078,-33.465,477.148
13170400,-68.085,-33.44,477.139
13170800,-68.091,-33.415,477.129
13171200,-68.097,-33.389,477.12
13171600,-68.104,-33.364,477.11
13172000,-68.11,-33.339,477.101
13172400,-68.117,-33.313,477.091
13172800,-68.123,-33.288,477.082
13173200,-68.129,-33.263,477.072
13173600,-68.136,-33.237,477.063
13174000,-68.142,-33.212,477.053
13174400,-68.148,-33.187,477.044
13174800,-68.155,-33.162,477.034
13175200,-68.161,-33.136,477.025
13175600,-68.167,-33.111,477.016
13176000,-68.173,-33.086,477.006
13176400,-68.18,-33.06,476.997
13176800,-68.186,-33.035,476.987
13177200,-68.192,-33.01,476.978
13177600,-68.199,-32.985,476.968
13178000,-68.205,-32.959,476.959
13178400,-68.211,-32.934,476.95
13178800,-68.218,-32.909,476.94
13179200,-68.224,-32.883,476.931
13179600,-68.23,-32.858,476.921
13180000,-68.236,-32.833,476.912
13180400,-68.243,-32.807,476.903
13180800,-68.249,-32.782,476.893
13181200,-68.255,-32.757,476.884
13181600,-68.262,-32.732,476.874
13182000,-68.268,-32.706,476.865
13182400,-68.274,-32.681,476.856
13182800,-68.28,-32.656,476.846
13183200,-68.287,-32.63,476.837
13183600,-68.293,-32.605,476.828
13184000,-68.299,-32.58,476.818
13184400,-68.305,-32.554,476.809
13184800,-68.312,-32.529,476.799
13185200,-68.318,-32.504,476.79
13185600,-68.324,-32.478,476.781
13186000,-68.331,-32.453,476.771
13186400,-68.337,-32.428,476.762
13186800,-68.343,-32.403,476.753
13187200,-68.349,-32.377,476.743
13187600,-68.355,-32.352,476.734
13188000,-68.362,-32.327,476.725
13188400,-68.368,-32.301,476.715
13188800,-68.374,-32.276,476.706
13189200,-68.38,-32.251,476.697
13189600,-68.387,-32.225,476.687
13190000,-68.393,-32.2,476.678
13190400,-68.399,-32.175,476.669
13190800,-68.405,-32.149,476.66
13191200,-68.412,-32.124,476.65
13191600,-68.418,-32.099,476.641
13192000,-68.424,-32.074,476.632
13192400,-68.43,-32.048,476.622
13192800,-68.436,-32.023,476.613
13193200,-68.443,-31.998,476.604
13193600,-68.449,-31.972,476.595
13194000,-68.455,-31.947,476.585
13194400,-68.461,-31.922,476.576
13194800,-68.467,-31.896,476.567
13195200,-68.474,-31.871,476.557
13195600,-68.48,-31.846,476.548
13196000,-68.486,-31.82,476.539
13196400,-68.492,-31.795,476.53
13196800,-68.498,-31.77,476.52
13197200,-68.505,-31.745,476.511
13197600,-68.511,-31.719,476.502
13198000,-68.517,-31.694,476.493
13198400,-68.523,-31.669,476.484
13198800,-68.529,-31.643,476.474
13199200,-68.535,-31.618,476.465
13199600,-68.542,-31.593,476.456
13200000,-68.548,-31.567,476.447
13200400,-68.554,-31.542,476.437
13200800,-68.56,-31.517,476.428
13201200,-68.566,-31.491,476.419
13201600,-68.572,-31.466,476.41
13202000,-68.579,-31.441,476.401
13202400,-68.585,-31.415,476.391
13202800,-68.591,-31.39,476.382
13203200,-68.597,-31.365,476.373
13203600,-68.603,-31.339,476.364
13204000,-68.609,-31.314,476.355
13204400,-68.615,-31.289,476.345
13204800,-68.622,-31.264,476.336
13205200,-68.628,-31.238,476.327
13205600,-68.634,-31.213,476.318
13206000,-68.64,-31.188,476.309
13206400,-68.646,-31.162,476.3
13206800,-68.652,-31.137,476.291
13207200,-68.658,-31.112,476.281
13207600,-68.664,-31.086,476.272
13208000,-68.671,-31.061,476.263
13208400,-68.677,-31.036,476.254
13208800,-68.683,-31.01,476.245
13209200,-68.689,-30.985,476.236
13209600,-68.695,-30.96,476.227
13210000,-68.701,-30.934,476.217
13210400,-68.707,-30.909,476.208
13210800,-68.713,-30.884,476.199
13211200,-68.719,-30.858,476.19
13211600,-68.725,-30.833,476.181
13212000,-68.732,-30.808,476.172
13212400,-68.738,-30.782,476.163
13212800,-68.744,-30.757,476.154
13213200,-68.75,-30.732,476.145
13213600,-68.756,-30.706,476.136
13214000,-68.762,-30.681,476.126
13214400,-68.768,-30.656,476.117
13214800,-68.774,-30.63,476.108
13215200,-68.78,-30.605,476.099
13215600,-68.786,-30.58,476.09
13216000,-68.792,-30.554,476.081
13216400,-68.798,-30.529,476.072
13216800,-68.805,-30.504,476.063
13217200,-68.811,-30.478,476.054
13217600,-68.817,-30.453,476.045
13218000,-68.823,-30.428,476.036
13218400,-68.829,-30.402,476.027
13218800,-68.835,-30.377,476.018
13219200,-68.841,-30.352,476.009
13219600,-68.847,-30.326,476.0
13220000,-68.853,-30.301,475.991
13220400,-68.859,-30.276,475.982
13220800,-68.865,-30.251,475.973
13221200,-68.871,-30.225,475.964
13221600,-68.877,-30.2,475.955
13222000,-68.883,-30.175,475.946
13222400,-68.889,-30.149,475.937
13222800,-68.895,-30.124,475.928
13223200,-68.901,-30.099,475.919
13223600,-68.907,-30.073,475.91
13224000,-68.913,-30.048,475.901
13224400,-68.919,-30.023,475.892
13224800,-68.925,-29.997,475.883
13225200,-68.931,-29.972,475.874
13225600,-68.937,-29.947,475.865
13226000,-68.943,-29.921,475.856
13226400,-68.949,-29.896,475.847
13226800,-68.955,-29.871,475.838
13227200,-68.961,-29.845,475.829
13227600,-68.967,-29.82,475.82
13228000,-68.973,-29.795,475.811
13228400,-68.979,-29.769,475.802
13228800,-68.985,-29.744,475.793
13229200,-68.991,-29.718,475.784
13229600,-68.997,-29.693,475.776
13230000,-69.003,-29.668,475.767
13230400,-69.009,-29.642,475.758
13230800,-69.015,-29.617,475.749
13231200,-69.021,-29.592,475.74
13231600,-69.027,-29.566,475.731
13232000,-69.033,-29.541,475.722
13232400,-69.039,-29.516,475.713
13232800,-69.045,-29.49,475.704
13233200,-69.051,-29.465,475.695
13233600,-69.057,-29.44,475.687
13234000,-69.063,-29.414,475.678
13234400,-69.069,-29.389,475.669
13234800,-69.075,-29.364,475.66
13235200,-69.081,-29.338,475.651
13235600,-69.087,-29.313,475.642
13236000,-69.093,-29.288,475.633
13236400,-69.099,-29.262,475.625
13236800,-69.105,-29.237,475.616
13237200,-69.111,-29.212,475.607
13237600,-69.117,-29.186,475.598
13238000,-69.123,-29.161,475.589
13238400,-69.129,-29.136,475.58
13238800,-69.135,-29.11,475.572
13239200,-69.141,-29.085,475.563
13239600,-69.147,-29.06,475.554
13240000,-69.153,-29.034,475.545
13240400,-69.159,-29.009,475.536
13240800,-69.164,-28.984,475.528
13241200,-69.17,-28.958,475.519
13241600,-69.176,-28.933,475.51
13242000,-69.182,-28.908,475.501
13242400,-69.188,-28.882,475.492
13242800,-69.194,-28.857,475.484
13243200,-69.2,-28.832,475.475
13243600,-69.206,-28.806,475.466
13244000,-69.212,-28.781,475.457
13244400,-69.218,-28.755,475.449
13244800,-69.224,-28.73,475.44
13245200,-69.23,-28.705,475.431
13245600,-69.236,-28.679,475.422
13246000,-69.241,-28.654,475.414
13246400,-69.247,-28.629,475.405
13246800,-69.253,-28.603,475.396
13247200,-69.259,-28.578,475.387
13247600,-69.265,-28.553,475.379
13248000,-69.271,-28.527,475.37
13248400,-69.277,-28.502,475.361
13248800,-69.283,-28.477,475.353
13249200,-69.289,-28.451,475.344
13249600,-69.295,-28.426,475.335
13250000,-69.3,-28.401,475.326
13250400,-69.306,-28.375,475.318
13250800,-69.312,-28.35,475.309
13251200,-69.318,-28.325,475.3
13251600,-69.324,-28.299,475.292
13252000,-69.33,-28.274,475.283
13252400,-69.336,-28.248,475.274
13252800,-69.342,-28.223,475.266
13253200,-69.347,-28.198,475.257
13253600,-69.353,-28.172,475.248
13254000,-69.359,-28.147,475.24
13254400,-69.365,-28.122,475.231
13254800,-69.371,-28.096,475.222
13255200,-69.377,-28.071,475.214
13255600,-69.383,-28.046,475.205
13256000,-69.389,-28.02,475.197
13256400,-69.394,-27.995,475.188
13256800,-69.4,-27.97,475.179
13257200,-69.406,-27.944,475.171
13257600,-69.412,-27.919,475.162
13258000,-69.418,-27.894,475.154
13258400,-69.424,-27.868,475.145
13258800,-69.429,-27.843,475.136
13259200,-69.435,-27.817,475.128
13259600,-69.441,-27.792,475.119
13260000,-69.447,-27.767,475.111
13260400,-69.453,-27.741,475.102
13260800,-69.459,-27.716,475.093
13261200,-69.465,-27.691,475.085
13261600,-69.47,-27.665,475.076
13262000,-69.476,-27.64,475.068
13262400,-69.482,-27.615,475.059
13262800,-69.488,-27.589,475.051
13263200,-69.494,-27.564,475.042
13263600,-69.499,-27.539,475.034
13264000,-69.505,-27.513,475.025
13264400,-69.511,-27.488,475.017
13264800,-69.517,-27.462,475.008
13265200,-69.523,-27.437,475.0
13265600,-69.529,-27.412,474.991
13266000,-69.534,-27.386,474.982
13266400,-69.54,-27.361,474.974
13266800,-69.546,-27.336,474.965
13267200,-69.552,-27.31,474.957
13267600,-69.558,-27.285,474.949
13268000,-69.563,-27.26,474.94
13268400,-69.569,-27.234,474.932
13268800,-69.575,-27.209,474.923
13269200,-69.581,-27.183,474.915
13269600,-69.587,-27.158,474.906
13270000,-69.592,-27.133,474.898
13270400,-69.598,-27.107,474.889
13270800,-69.604,-27.082,474.881
13271200,-69.61,-27.057,474.872
13271600,-69.616,-27.031,474.864
13272000,-69.621,-27.006,474.855
13272400,-69.627,-26.981,474.847
13272800,-69.633,-26.955,474.839
13273200,-69.639,-26.93,474.83
13273600,-69.644,-26.904,474.822
13274000,-69.65,-26.879,474.813
13274400,-69.656,-26.854,474.805
13274800,-69.662,-26.828,474.797
13275200,-69.668,-26.803,474.788
13275600,-69.673,-26.778,474.78
13276000,-69.679,-26.752,474.771
13276400,-69.685,-26.727,474.763
13276800,-69.691,-26.701,474.755
13277200,-69.696,-26.676,474.746
13277600,-69.702,-26.651,474.738
13278000,-69.708,-26.625,474.73
13278400,-69.714,-26.6,474.721
13278800,-69.719,-26.575,474.713
13279200,-69.725,-26.549,474.704
13279600,-69.731,-26.524,474.696
13280000,-69.737,-26.499,474.688
13280400,-69.742,-26.473,474.679
13280800,-69.748,-26.448,474.671
13281200,-69.754,-26.422,474.663
13281600,-69.76,-26.397,474.654
13282000,-69.765,-26.372,474.646
13282400,-69.771,-26.346,474.638
13282800,-69.777,-26.321,474.63
13283200,-69.783,-26.296,474.621
13283600,-69.788,-26.27,474.613
13284000,-69.794,-26.245,474.605
13284400,-69.8,-26.219,474.596
13284800,-69.805,-26.194,474.588
13285200,-69.811,-26.169,474.58
13285600,-69.817,-26.143,474.572
13286000,-69.823,-26.118,474.563
13286400,-69.828,-26.093,474.555
13286800,-69.834,-26.067,474.547
13287200,-69.84,-26.042,474.539
13287600,-69.845,-26.016,474.53
13288000,-69.851,-25.991,474.522
13288400,-69.857,-25.966,474.514
13288800,-69.863,-25.94,474.506
13289200,-69.868,-25.915,474.497
13289600,-69.874,-25.89,474.489
13290000,-69.88,-25.864,474.481
13290400,-69.885,-25.839,474.473
13290800,-69.891,-25.813,474.465
13291200,-69.897,-25.788,474.456
13291600,-69.903,-25.763,474.448
13292000,-69.908,-25.737,474.44
13292400,-69.914,-25.712,474.432
13292800,-69.92,-25.687,474.424
13293200,-69.925,-25.661,474.416
13293600,-69.931,-25.636,474.407
13294000,-69.937,-25.61,474.399
13294400,-69.942,-25.585,474.391
13294800,-69.948,-25.56,474.383
13295200,-69.954,-25.534,474.375
13295600,-69.959,-25.509,474.367
13296000,-69.965,-25.484,474.358
13296400,-69.971,-25.458,474.35
13296800,-69.976,-25.433,474.342
13297200,-69.982,-25.407,474.334
13297600,-69.988,-25.382,474.326
13298000,-69.993,-25.357,474.318
13298400,-69.999,-25.331,474.31
13298800,-70.005,-25.306,474.302
13299200,-70.01,-25.28,474.294
13299600,-70.016,-25.255,474.286
13300000,-70.022,-25.23,474.277
13300400,-70.027,-25.204,474.269
13300800,-70.033,-25.179,474.261
13301200,-70.039,-25.154,474.253
13301600,-70.044,-25.128,474.245
13302000,-70.05,-25.103,474.237
13302400,-70.056,-25.077,474.229
13302800,-70.061,-25.052,474.221
13303200,-70.067,-25.027,474.213
13303600,-70.073,-25.001,474.205
13304000,-70.078,-24.976,474.197
13304400,-70.084,-24.95,474.189
13304800,-70.09,-24.925,474.181
13305200,-70.095,-24.9,474.173
13305600,-70.101,-24.874,474.165
13306000,-70.107,-24.849,474.157
13306400,-70.112,-24.824,474.149
13306800,-70.118,-24.798,474.141
13307200,-70.123,-24.773,474.133
13307600,-70.129,-24.747,474.125
13308000,-70.135,-24.722,474.117
13308400,-70.14,-24.697,474.109
13308800,-70.146,-24.671,474.101
13309200,-70.152,-24.646,474.093
13309600,-70.157,-24.62,474.085
13310000,-70.163,-24.595,474.077
13310400,-70.168,-24.57,474.069
13310800,-70.174,-24.544,474.061
13311200,-70.18,-24.519,474.053
13311600,-70.185,-24.494,474.045
13312000,-70.191,-24.468,474.037
13312400,-70.196,-24.443,474.03
13312800,-70.202,-24.417,474.022
13313200,-70.208,-24.392,474.014
13313600,-70.213,-24.367,474.006
13314000,-70.219,-24.341,473.998
13314400,-70.225,-24.316,473.99
13314800,-70.23,-24.29,473.982
13315200,-70.236,-24.265,473.974
13315600,-70.241,-24.24,473.966
13316000,-70.247,-24.214,473.959
13316400,-70.253,-24.189,473.951
13316800,-70.258,-24.163,473.943
13317200,-70.264,-24.138,473.935
13317600,-70.269,-24.113,473.927
13318000,-70.275,-24.087,473.919
13318400,-70.28,-24.062,473.911
13318800,-70.286,-24.036,473.904
13319200,-70.292,-24.011,473.896
13319600,-70.297,-23.986,473.888
13320000,-70.303,-23.96,473.88
13320400,-70.308,-23.935,473.872
13320800,-70.314,-23.91,473.865
13321200,-70.32,-23.884,473.857
13321600,-70.325,-23.859,473.849
13322000,-70.331,-23.833,473.841
13322400,-70.336,-23.808,473.833
13322800,-70.342,-23.783,473.826
13323200,-70.347,-23.757,473.818
13323600,-70.353,-23.732,473.81
13324000,-70.359,-23.706,473.802
13324400,-70.364,-23.681,473.795
13324800,-70.37,-23.656,473.787
13325200,-70.375,-23.63,473.779
13325600,-70.381,-23.605,473.771
13326000,-70.386,-23.579,473.764
13326400,-70.392,-23.554,473.756
13326800,-70.397,-23.529,473.748
13327200,-70.403,-23.503,473.741
13327600,-70.409,-23.478,473.733
13328000,-70.414,-23.452,473.725
13328400,-70.42,-23.427,473.717
13328800,-70.425,-23.402,473.71
13329200,-70.431,-23.376,473.702
13329600,-70.436,-23.351,473.694
13330000,-70.442,-23.325,473.687
13330400,-70.447,-23.3,473.679
13330800,-70.453,-23.275,473.671
13331200,-70.459,-23.249,473.664
13331600,-70.464,-23.224,473.656
13332000,-70.47,-23.198,473.648
13332400,-70.475,-23.173,473.641
13332800,-70.481,-23.148,473.633
13333200,-70.486,-23.122,473.626
13333600,-70.492,-23.097,473.618
13334000,-70.497,-23.071,473.61
13334400,-70.503,-23.046,473.603
13334800,-70.508,-23.021,473.595
13335200,-70.514,-22.995,473.588
13335600,-70.519,-22.97,473.58
13336000,-70.525,-22.944,473.572
13336400,-70.53,-22.919,473.565
13336800,-70.536,-22.894,473.557
13337200,-70.541,-22.868,473.55
13337600,-70.547,-22.843,473.542
13338000,-70.552,-22.817,473.534
13338400,-70.558,-22.792,473.527
13338800,-70.564,-22.767,473.519
13339200,-70.569,-22.741,473.512
13339600,-70.575,-22.716,473.504
13340000,-70.58,-22.69,473.497
13340400,-70.586,-22.665,473.489
13340800,-70.591,-22.64,473.482
13341200,-70.597,-22.614,473.474
13341600,-70.602,-22.589,473.467
13342000,-70.608,-22.563,473.459
13342400,-70.613,-22.538,473.452
13342800,-70.619,-22.513,473.444
13343200,-70.624,-22.487,473.437
13343600,-70.63,-22.462,473.429
13344000,-70.635,-22.436,473.422
13344400,-70.641,-22.411,473.414
13344800,-70.646,-22.385,473.407
13345200,-70.652,-22.36,473.399
13345600,-70.657,-22.335,473.392
13346000,-70.663,-22.309,473.385
13346400,-70.668,-22.284,473.377
13346800,-70.674,-22.258,473.37
13347200,-70.679,-22.233,473.362
13347600,-70.684,-22.208,473.355
13348000,-70.69,-22.182,473.347
13348400,-70.695,-22.157,473.34
13348800,-70.701,-22.131,473.333
13349200,-70.706,-22.106,473.325
13349600,-70.712,-22.081,473.318
13350000,-70.717,-22.055,473.31
13350400,-70.723,-22.03,473.303
13350800,-70.728,-22.004,473.296
13351200,-70.734,-21.979,473.288
13351600,-70.739,-21.954,473.281
13352000,-70.745,-21.928,473.274
13352400,-70.75,-21.903,473.266
13352800,-70.756,-21.877,473.259
13353200,-70.761,-21.852,473.252
13353600,-70.767,-21.826,473.244
13354000,-70.772,-21.801,473.237
13354400,-70.777,-21.776,473.23
13354800,-70.783,-21.75,473.222
13355200,-70.788,-21.725,473.215
13355600,-70.794,-21.699,473.208
13356000,-70.799,-21.674,473.2
13356400,-70.805,-21.649,473.193
13356800,-70.81,-21.623,473.186
13357200,-70.816,-21.598,473.179
13357600,-70.821,-21.572,473.171
13358000,-70.827,-21.547,473.164
13358400,-70.832,-21.522,473.157
13358800,-70.837,-21.496,473.149
13359200,-70.843,-21.471,473.142
13359600,-70.848,-21.445,473.135
13360000,-70.854,-21.42,473.128
13360400,-70.859,-21.394,473.121
13360800,-70.865,-21.369,473.113
13361200,-70.87,-21.344,473.106
13361600,-70.876,-21.318,473.099
13362000,-70.881,-21.293,473.092
13362400,-70.886,-21.267,473.084
13362800,-70.892,-21.242,473.077
13363200,-70.897,-21.217,473.07
13363600,-70.903,-21.191,473.063
13364000,-70.908,-21.166,473.056
13364400,-70.914,-21.14,473.049
13364800,-70.919,-21.115,473.041
13365200,-70.924,-21.089,473.034
13365600,-70.93,-21.064,473.027
13366000,-70.935,-21.039,473.02
13366400,-70.941,-21.013,473.013
13366800,-70.946,-20.988,473.006
13367200,-70.952,-20.962,472.999
13367600,-70.957,-20.937,472.991
13368000,-70.962,-20.912,472.984
13368400,-70.968,-20.886,472.977
13368800,-70.973,-20.861,472.97
13369200,-70.979,-20.835,472.963
13369600,-70.984,-20.81,472.956
13370000,-70.989,-20.784,472.949
13370400,-70.995,-20.759,472.942
13370800,-71.0,-20.734,472.935
13371200,-71.006,-20.708,472.928
13371600,-71.011,-20.683,472.921
13372000,-71.016,-20.657,472.914
13372400,-71.022,-20.632,472.907
13372800,-71.027,-20.607,472.899
13373200,-71.033,-20.581,472.892
13373600,-71.038,-20.556,472.885
13374000,-71.043,-20.53,472.878
13374400,-71.049,-20.505,472.871
13374800,-71.054,-20.479,472.864
13375200,-71.06,-20.454,472.857
13375600,-71.065,-20.429,472.85
13376000,-71.07,-20.403,472.843
13376400,-71.076,-20.378,472.836
13376800,-71.081,-20.352,472.829
13377200,-71.087,-20.327,472.822
13377600,-71.092,-20.301,472.815
13378000,-71.097,-20.276,472.809
13378400,-71.103,-20.251,472.802
13378800,-71.108,-20.225,472.795
13379200,-71.113,-20.2,472.788
13379600,-71.119,-20.174,472.781
13380000,-71.124,-20.149,472.774
13380400,-71.13,-20.123,472.767
13380800,-71.135,-20.098,472.76
13381200,-71.14,-20.073,472.753
13381600,-71.146,-20.047,472.746
13382000,-71.151,-20.022,472.739
13382400,-71.156,-19.996,472.732
13382800,-71.162,-19.971,472.725
13383200,-71.167,-19.945,472.719
13383600,-71.173,-19.92,472.712
13384000,-71.178,-19.895,472.705
13384400,-71.183,-19.869,472.698
13384800,-71.189,-19.844,472.691
13385200,-71.194,-19.818,472.684
13385600,-71.199,-19.793,472.677
13386000,-71.205,-19.768,472.671
13386400,-71.21,-19.742,472.664
13386800,-71.216,-19.717,472.657
13387200,-71.221,-19.691,472.65
13387600,-71.226,-19.666,472.643
13388000,-71.232,-19.64,472.637
13388400,-71.237,-19.615,472.63
13388800,-71.242,-19.59,472.623
13389200,-71.248,-19.564,472.616
13389600,-71.253,-19.539,472.609
13390000,-71.258,-19.513,472.603
13390400,-71.264,-19.488,472.596
13390800,-71.269,-19.462,472.589
13391200,-71.274,-19.437,472.582
13391600,-71.28,-19.412,472.576
13392000,-71.285,-19.386,472.569
